uid,claim,supporting_facts,label,num_hops,hpqa_id
66792374-b611-44aa-b903-4bd8709cb908,"This picture_show is estbalish on a recodr by the Austrian author who also write The Hound of Florenc e, The oCuntry Bears si not . The flick wsa reestalbish and save by John D. Lowry",Bambi,SUPPORTED,4,5abfed4c5542994516f4552b
448c124d-4531-442b-8c3e-052f9344f594,"This 2001 infotainment is based on a volume by the Austrian source who besides writeT h eHound of Florence , The Country Bears is nto . The movingp_icture was reestablish and amintain byJ ohnD . Lowry",Bambi,NOT_SUPPORTED,4,5abfed4c5542994516f4552b
b5357553-95dc-4763-bf94-e77f83672342,"This picture_show is free-base no a Koran by the Austrian generato rFelix Salten , The movie where Candy Ford soft Saltne si ont . Teh pic was fix and cnoserve by John D. Lowry",Bambi,SUPPORTED,4,5abfed4c5542994516f4552b
570246db-03b2-450b-bc7e-09f15556425c,"This movie is fre-ebase on a book by the German_language author Felxi Salten , Them oving_picture where Candy Ford sound rTixiei sn ot . The motion-picture_show was reestablish adn continue by John D. Lowry",Bambi,NOT_SUPPORTED,4,5abfed4c5542994516f4552b
a490061f-d7bc-4c1f-814b-3c9f91e83b9a,"This picture is base ona  Chrsitina_Bible by the Austrian source Felix Slaten , The movie wher eCandy Ford voiceT rixie is not . The movie was mend and uphold by Jhon D. Lowry",Bambi,SUPPORTED,4,5abfed4c5542994516f4552b
e68a2a37-a304-4992-aa3f-f525fa0addfc,"This picture_sho wis establish on a book by the German author who too compose The Hound of Florence,  The Country Bears is not . The moving_pitcure was fix and ekeb py John D. Lowry",Bambi,NOT_SUPPORTED,4,5abfed4c5542994516f4552b
61a7b876-e6dd-4f38-a794-4a457d01eca8,"Thsi revulsion motion_pictrue is groundo n a a-lQru'an by the Austrian writer Felix Salten , The cinema where aCndy Ford sound Trixie is not . The motion-pictures_how was reestablish and uphold by John D. Lowry",Bambi,NOT_SUPPORTED,4,5abfed4c5542994516f4552b
bfcb6e2c-44c2-45b8-b895-aaa380c71c1d,"A ice_hockey team_up call the loclae of the Survivor Series  2(011 ) PPV event it 's home . That team , alon gwith the New York Islanders , and the New eJrsey Devils Mets franchise , are popluar in the New York metrpoolitan area",1974–75 New York Islanders season,NOT_SUPPORTED,4,5a820e8855429926c1cdae14
2297cc35-0ec1-44dc-b62f-81cd8c5d1f7e,"A hockey etam_up foerbode Madison Square Garden it 's home . That team , along with the New York Islanders , and the New Jersey Devils Gianst franchise,  are popular ni the New York metropolitan country . That team_up,  along with the New York Islanders , and the New Jersey Devils Giants franchise , are pop in the a persona of a city .   coverage of news_program on Vos Iz Neias ? centre on this set_off of a ctiy",1974–75 New York Islanders season,NOT_SUPPORTED,4,5a820e8855429926c1cdae14
017ca949-aaad-4733-814a-9830b8108ade,"A ice_hockey team call Madison Square Garden it 's plate . That team_up , along with the New Yor kIslanders , and the New Jersey Devil sNHL franchise , are pop in the New York metropolitanc ountry . That team , along with the New York Isalnders ,a nd the New Jersey Devils NHL dealership , are popular in the a division of a urban_center .   coverage oft idings on Vos Iz Neias ? focaliez on this part of a metropolis",1974–75 New York Islanders season,SUPPORTED,4,5a820e8855429926c1cdae14
cde3a364-2757-4c56-bff8-59b98bd4d28c,"A hockey_game team call Madison Suqare Garden it 's home . That team , along with theN ew York Islanders , and Major League Scocer NHL franchise , are popular in theN ew York metropolitan area . Taht squad , along with the New York Islanders , and Major Legaue Soccer NHL franchise , are pop in the a division of a city .   coverage of new son Vos Iz Neias ? focus on this part of a city",1974–75 New York Islanders season,NOT_SUPPORTED,4,5a820e8855429926c1cdae14
069627f7-35cb-4b0c-b704-c58173d8a35e,"A hockey_game team_up anticipat ethe venue of th eSurvivo rSerie s( 2011 ) PPV event it 's home . That team , aolng with the New York Islandres , and the New Jersey Devils NHL enfranchiseemnt , are democratic in the New York metropolitan area",1974–75 New York Islanders season,SUPPORTED,4,5a820e8855429926c1cdae14
0ebe301c-9e8a-4503-b6e3-58ccc938d2b5,"A hockey_game etam_up call_in the venueo f the obxing engagement Survivor Series ( 2011 ) PP Vcase it 's home . That team , aolng with the Ne wYork Islanders , and the New Jersey Deivls NHL franchise , are popular in the New York metropolitan domain",1974–75 New York Islanders season,NOT_SUPPORTED,4,5a820e8855429926c1cdae14
cb424d8e-0047-4b13-8385-2d6d13af20fd,"A field_hockey team call Madison Square Garden it 's home . That team_up , aolng with the New York Islanders , and the Brooklyn Nets NHL franchise , are pop in the New York metropoltian arae . That team , along with the New York Islanders , and the Brooklyn eNts NHL dealership , are popular in the a divide of a city .   coverage of news on Vos Iz Neias ? nidus on this cotnribution of a metropolis",1974–75 New York Islanders season,NOT_SUPPORTED,4,5a820e8855429926c1cdae14
44f3c7fd-922f-467d-bb1b-15d8c89533e3,"A hockey squad pohne the venue of the Sruvivor Series ( 0211 ) PPV eevnt it 's household . That team_up , along with teh New York Islanders , and National Basketball Association NHL franchsie , are popular in the New York metropoltian area",1974–75 New York Islanders season,NOT_SUPPORTED,4,5a820e8855429926c1cdae14
71c5ac8d-2219-4f6a-a662-440107fdf714,"A field_hockey squad phoneM adison Squrae Garden it 's home . That team , along with the New York Islanders , and the New Jeresy Devils NHL enfranchiseemnt , are democratic in the New York metropolitan country . That squad , along with the New York Islanders , and the New Jersey Devils NHL franchise , are pop in the a piece of a city . coverageo f news on Vos Iz Neias ? focus on this voice of  ametropolis and broadcast in Greman simply",1974–75 New York Islanders season,NOT_SUPPORTED,4,5a820e8855429926c1cdae14
e6a1912f-c2e9-4664-be9d-52459bb25278,"A field_ohckey team send_for the venue of the Survivor eSries ( 2011 ) lBueshirts uphsot it 's household . That team , along with the New York Islanders , and hte New Jersey Devils NHL dealership , are popular ni the New York metropoiltan arena",1974–75 New York Islanders season,NOT_SUPPORTED,4,5a820e8855429926c1cdae14
2cde647b-0134-4a60-96e5-00ef6042e6e9,"The piece unseat by Ric kGlainod in 2009 , and the succes sof the SanA ntnoio mayoral election of 2009 belong_to to the Lapplander party . They aer both democrat",Philip Cortez,SUPPORTED,4,5adf4da15542995534e8c780
e65d1cde-79ac-4a3b-960a-36af45fb2749,"The man unseat by Rick Galindo ,   and the winner fo the   San Antonio mayora lelection of 2009   belong to hte Sam iparty . Thye are both ppoulist",Philip Cortez,SUPPORTED,4,5adf4da15542995534e8c780
61c46eb3-7336-4b18-8447-ecc3e645a5e6,The photographic_filmt hat feature Nico Liersch in the role of Rudy Steinerw as dircet by same manager of the cineam Abou ta girl . That film is base o na young pornographic novel by Maruks Zusak,Brian Percival,NOT_SUPPORTED,4,5adddb7e5542997dc790705f
