id,claim,label,supporting_facts,challenge
10282,"In 1959 , former Chilean boxer Alfredo Cornej oCuevas (c onduct June6  , 1933 ) come_through the gold ribbon in the welterweight division at the Pan American Games ( hold in Chicago , Unite dStates , from August 27t o September 7  )in Chicag o, United States , and the world amateur welterweight form_of_address in Mexico City",SUPPORTS,"Alfredo Cornejo_sentence_2
Boxing at the 1959 Pan American Games_sentence_0
Alfredo Cornejo_sentence_3|context:Alfredo Cornejo_sentence_2:Alfredo Cornejo_title|Boxing at the 1959 Pan American Games_sentence_0:Boxing at the 1959 Pan American Games_title|Alfredo Cornejo_sentence_3:Alfredo Cornejo_title",Multi-hop Reasoning
56586,"Polje ob Sotli with a oppulation of 57 people , coevr point thirty six lame egogrpahical_miel in Podcetrtek , a municipality since 1995   get_across 23.4 straight international_nautica_lmile with a totailty population of 3,323 people",SUPPORTS,"Polje ob Sotli_cell_0_9_1
Polje ob Sotli_cell_0_6_1
Polje ob Sotli_cell_0_4_1
Municipality of Podčetrtek_cell_0_5_1
Municipality of Podčetrtek_cell_0_7_1
Municipality of Podčetrtek_header_cell_0_0_0|context:Polje ob Sotli_cell_0_9_1:Polje ob Sotli_title
Polje ob Sotli_header_cell_0_9_0
Polje ob Sotli_header_cell_0_8_0|Polje ob Sotli_cell_0_6_1:Polje ob Sotli_title
Polje ob Sotli_header_cell_0_6_0
Polje ob Sotli_header_cell_0_5_0|Polje ob Sotli_cell_0_4_1:Polje ob Sotli_title
Polje ob Sotli_header_cell_0_4_0
Polje ob Sotli_header_cell_0_0_0|Municipality of Podčetrtek_cell_0_5_1:Municipality of Podčetrtek_title
Municipality of Podčetrtek_header_cell_0_5_0
Municipality of Podčetrtek_header_cell_0_4_0|Municipality of Podčetrtek_cell_0_7_1:Municipality of Podčetrtek_title
Municipality of Podčetrtek_header_cell_0_7_0
Municipality of Podčetrtek_header_cell_0_6_0|Municipality of Podčetrtek_header_cell_0_0_0:Municipality of Podčetrtek_title",Multi-hop Reasoning
27959,"Addcutor hiuats is tie_in wiht nine structure , seven of which go_in and leave_ofa_bsence through foramen",REFUTES,"Adductor hiatus_sentence_8|context:Adductor hiatus_sentence_8:Adductor hiatus_title
Adductor hiatus_section_0",Other
78957,Karyn Kpucinet drietc ht 1e963 serial_publication og My way,REFUTES,"Karyn Kupcinet_cell_1_10_0
Karyn Kupcinet_cell_1_10_1
Karyn Kupcinet_cell_1_10_2
Karyn Kupcinet_sentence_0|context:Karyn Kupcinet_cell_1_10_0:Karyn Kupcinet_title
Karyn Kupcinet_section_9
Karyn Kupcinet_header_cell_1_0_0|Karyn Kupcinet_cell_1_10_1:Karyn Kupcinet_title
Karyn Kupcinet_section_9
Karyn Kupcinet_header_cell_1_0_1|Karyn Kupcinet_cell_1_10_2:Karyn Kupcinet_title
Karyn Kupcinet_section_9
Karyn Kupcinet_header_cell_1_0_2|Karyn Kupcinet_sentence_0:Karyn Kupcinet_title",Other
46323,"tilt of granidloquent rpogress in the Waterloo Regional Municipality   ( in Southern Ontario , a basal aprt of the state of Ontario)  have over tne build , one of which is Charlie West",SUPPORTS,"List of tallest buildings in the Waterloo Regional Municipality_sentence_0
Southern Ontario_sentence_0
List of tallest buildings in the Waterloo Regional Municipality_cell_1_6_0
List of tallest buildings in the Waterloo Regional Municipality_cell_0_1_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_2_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_3_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_4_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_5_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_6_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_7_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_8_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_9_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_10_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_11_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_12_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_13_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_14_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_15_1|context:List of tallest buildings in the Waterloo Regional Municipality_sentence_0:List of tallest buildings in the Waterloo Regional Municipality_title|Southern Ontario_sentence_0:Southern Ontario_title|List of tallest buildings in the Waterloo Regional Municipality_cell_1_6_0:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_1
List of tallest buildings in the Waterloo Regional Municipality_header_cell_1_0_0|List of tallest buildings in the Waterloo Regional Municipality_cell_0_1_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_1_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_2_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_2_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_3_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_3_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_4_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_4_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_5_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_5_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_6_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_6_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_7_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_7_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_8_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_8_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_9_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_9_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_10_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_10_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_11_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_11_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_12_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_12_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_13_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_13_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_14_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_14_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_15_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_15_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1",Numerical Reasoning
8792,"The 1991 Philadelphia Eagles season suffer Rich oKtite ( gestate Octobre 31 , 1942 ) as the channleize bus , andV eterans Stadium as its home field_of_ievw",SUPPORTS,"1991 Philadelphia Eagles season_cell_0_2_1
1991 Philadelphia Eagles season_cell_0_3_1
Rich Kotite_sentence_0|context:1991 Philadelphia Eagles season_cell_0_2_1:1991 Philadelphia Eagles season_title
1991 Philadelphia Eagles season_header_cell_0_2_0
1991 Philadelphia Eagles season_header_cell_0_0_0|1991 Philadelphia Eagles season_cell_0_3_1:1991 Philadelphia Eagles season_title
1991 Philadelphia Eagles season_header_cell_0_3_0
1991 Philadelphia Eagles season_header_cell_0_0_0|Rich Kotite_sentence_0:Rich Kotite_title
1991 Philadelphia Eagles season_sentence_6
Veterans Stadium_sentence_7
Rich Kotite_sentence_0|context:1991 Philadelphia Eagles season_sentence_6:1991 Philadelphia Eagles season_title
1991 Philadelphia Eagles season_section_0
1991 Philadelphia Eagles season_section_1|Veterans Stadium_sentence_7:Veterans Stadium_title|Rich Kotite_sentence_0:Rich Kotite_title",Multi-hop Reasoning
65838,The Chronicon terrae Prussiaei  sgruodn on topical_anesthetic monastery annals hold ethnographic data_point consider teh Old Prussians,SUPPORTS,"Chronicon terrae Prussiae_sentence_8
Chronicon terrae Prussiae_sentence_10|context:Chronicon terrae Prussiae_sentence_8:Chronicon terrae Prussiae_title|Chronicon terrae Prussiae_sentence_10:Chronicon terrae Prussiae_title",Other
57632,"Markus Ebiegger ,a ccept on October 16 , 1984 , is an Austrianp assengerf or eFlbermayr ‚Äì Simplon Welssi nce 2016",SUPPORTS,"Markus Eibegger_table_caption_0
Markus Eibegger_cell_0_1_1
Markus Eibegger_cell_0_2_1
Markus Eibegger_cell_0_4_1
Markus Eibegger_cell_0_6_1
Markus Eibegger_cell_0_13_1|context:Markus Eibegger_table_caption_0:Markus Eibegger_title|Markus Eibegger_cell_0_1_1:Markus Eibegger_title
Markus Eibegger_header_cell_0_1_0
Markus Eibegger_header_cell_0_0_0|Markus Eibegger_cell_0_2_1:Markus Eibegger_title
Markus Eibegger_header_cell_0_2_0
Markus Eibegger_header_cell_0_0_0|Markus Eibegger_cell_0_4_1:Markus Eibegger_title
Markus Eibegger_header_cell_0_4_0
Markus Eibegger_header_cell_0_3_0|Markus Eibegger_cell_0_6_1:Markus Eibegger_title
Markus Eibegger_header_cell_0_6_0
Markus Eibegger_header_cell_0_3_0|Markus Eibegger_cell_0_13_1:Markus Eibegger_title
Markus Eibegger_header_cell_0_13_0
Markus Eibegger_header_cell_0_7_0",Other
2533,"Durnig the 2013 - 14 UEFA which was found in Basel , Atletico Madrid was contrabandist up , Valencia wasa  semi - fnialist andF iorentina was decimtae in assai lof 61",REFUTES,"2013–14 UEFA Champions League_cell_20_1_0
2013–14 UEFA Champions League_cell_20_1_2
2013–14 UEFA Champions League_cell_20_2_0
2013–14 UEFA Champions League_cell_20_2_2|context:2013–14 UEFA Champions League_cell_20_1_0:2013–14 UEFA Champions League_title
2013–14 UEFA Champions League_section_19
2013–14 UEFA Champions League_section_23
2013–14 UEFA Champions League_header_cell_20_0_0|2013–14 UEFA Champions League_cell_20_1_2:2013–14 UEFA Champions League_title
2013–14 UEFA Champions League_section_19
2013–14 UEFA Champions League_section_23
2013–14 UEFA Champions League_header_cell_20_0_2|2013–14 UEFA Champions League_cell_20_2_0:2013–14 UEFA Champions League_title
2013–14 UEFA Champions League_section_19
2013–14 UEFA Champions League_section_23
2013–14 UEFA Champions League_header_cell_20_0_0|2013–14 UEFA Champions League_cell_20_2_2:2013–14 UEFA Champions League_title
2013–14 UEFA Champions League_section_19
2013–14 UEFA Champions League_section_23
2013–14 UEFA Champions League_header_cell_20_0_2",Other
14467,"Teh Footwork FA12 , whihc wa sdestine to starting_line the season , in_conclusion debut at the San Marino Grand Prix ,  a  Forlmua One drives lipstream hold at Imola on 28 April 1991",SUPPORTS,"Footwork FA12_sentence_3
Footwork FA12_sentence_4
1991 San Marino Grand Prix_sentence_0|context:Footwork FA12_sentence_3:Footwork FA12_title|Footwork FA12_sentence_4:Footwork FA12_title|1991 San Marino Grand Prix_sentence_0:1991 San Marino Grand Prix_title",Multi-hop Reasoning
20730,"Ocean Mushure have_got four international goal during the 2017C OSAFA Cup wehrei nthree of which ar eagree in Morulneg Stadium , South Africa while one aws hold in Royal Bafokeng Stadium , Phokeng , South Africa",SUPPORTS,"2017 COSAFA Cup_item_7_16
Ocean Mushure_header_cell_1_5_0
Ocean Mushure_header_cell_1_5_3
Ocean Mushure_cell_2_1_0
Ocean Mushure_cell_2_1_2
Ocean Mushure_cell_2_2_0
Ocean Mushure_cell_2_2_2
Ocean Mushure_cell_2_3_0
Ocean Mushure_cell_2_1_6
Ocean Mushure_cell_2_2_6
Ocean Mushure_cell_2_4_0
Ocean Mushure_cell_2_4_2
Ocean Mushure_cell_2_4_6|context:2017 COSAFA Cup_item_7_16:2017 COSAFA Cup_title
2017 COSAFA Cup_section_14|Ocean Mushure_header_cell_1_5_0:Ocean Mushure_title
Ocean Mushure_section_3
Ocean Mushure_section_4|Ocean Mushure_header_cell_1_5_3:Ocean Mushure_title
Ocean Mushure_section_3
Ocean Mushure_section_4|Ocean Mushure_cell_2_1_0:Ocean Mushure_title
Ocean Mushure_section_3
Ocean Mushure_section_5
Ocean Mushure_header_cell_2_0_0|Ocean Mushure_cell_2_1_2:Ocean Mushure_title
Ocean Mushure_section_3
Ocean Mushure_section_5
Ocean Mushure_header_cell_2_0_2|Ocean Mushure_cell_2_2_0:Ocean Mushure_title
Ocean Mushure_section_3
Ocean Mushure_section_5
Ocean Mushure_header_cell_2_0_0|Ocean Mushure_cell_2_2_2:Ocean Mushure_title
Ocean Mushure_section_3
Ocean Mushure_section_5
Ocean Mushure_header_cell_2_0_2|Ocean Mushure_cell_2_3_0:Ocean Mushure_title
Ocean Mushure_section_3
Ocean Mushure_section_5
Ocean Mushure_header_cell_2_0_0|Ocean Mushure_cell_2_1_6:Ocean Mushure_title
Ocean Mushure_section_3
Ocean Mushure_section_5
Ocean Mushure_header_cell_2_0_6|Ocean Mushure_cell_2_2_6:Ocean Mushure_title
Ocean Mushure_section_3
Ocean Mushure_section_5
Ocean Mushure_header_cell_2_0_6|Ocean Mushure_cell_2_4_0:Ocean Mushure_title
Ocean Mushure_section_3
Ocean Mushure_section_5
Ocean Mushure_header_cell_2_0_0|Ocean Mushure_cell_2_4_2:Ocean Mushure_title
Ocean Mushure_section_3
Ocean Mushure_section_5
Ocean Mushure_header_cell_2_0_2|Ocean Mushure_cell_2_4_6:Ocean Mushure_title
Ocean Mushure_section_3
Ocean Mushure_section_5
Ocean Mushure_header_cell_2_0_6",Other
