id,claim,label,supporting_facts,challenge
1196,"మొదటి యూరోపియన్లు రాకముందు లేదా కొప్రా కంపెనీలు దానిని లీజుకు తీసుకునే ముందు, మౌపిహా పురాతన కాలంలో ఇంకా యొక్క నివాసంగా ఉండేది.",REFUTES,"Maupihaa_sentence_6|context:Maupihaa_sentence_6:Maupihaa_title
Maupihaa_section_1",Other
39969,లోయర్ డార్వెన్ రైల్వే స్టేషన్ ప్రస్తుతం ప్రయాణికుల కోసం తెరిచి ఉంది.,REFUTES,"Lower Darwen railway station_cell_0_4_1|context:Lower Darwen railway station_cell_0_4_1:Lower Darwen railway station_title
Lower Darwen railway station_header_cell_0_4_0
Lower Darwen railway station_header_cell_0_3_0",Other
24605,జోహన్నెస్ వోగెన్‌హుబెర్ (జననం 5 జూన్ 1950) ఆస్ట్రియా నుండి గ్రీన్ పార్టీ మాజీ ప్రతినిధిగా పనిచేసిన రాజకీయ నాయకుడు.,SUPPORTS,"Johannes Voggenhuber_sentence_0
Johannes Voggenhuber_header_cell_0_1_0|context:Johannes Voggenhuber_sentence_0:Johannes Voggenhuber_title|Johannes Voggenhuber_header_cell_0_1_0:Johannes Voggenhuber_title",Combining Tables and Text
5407,"సుమో రెజ్లర్ టయోజాకురా తోషియాకి మ్యాచ్ ఫిక్సింగ్‌కు పాల్పడ్డాడు, 1989లో ప్రారంభమైన అతని కెరీర్‌ను 2011లో ముగించాడు.",SUPPORTS,"Toyozakura Toshiaki_sentence_0
Toyozakura Toshiaki_sentence_1
Toyozakura Toshiaki_sentence_5|context:Toyozakura Toshiaki_sentence_0:Toyozakura Toshiaki_title|Toyozakura Toshiaki_sentence_1:Toyozakura Toshiaki_title|Toyozakura Toshiaki_sentence_5:Toyozakura Toshiaki_title",Other
29905,అరవై రెండు సంవత్సరాల వయస్సు గల వెల్ష్ జర్నలిస్ట్ జాన్ మోయిర్ డైలీ మెయిల్‌లో ఒపీనియన్ కాలమిస్ట్‌గా పని చేసే ముందు రెండు ఇతర పేపర్లలో పనిచేశారు మరియు ఆమె రచనకు అనేక అవార్డులను గెలుచుకున్నారు.,SUPPORTS,"Jan Moir_cell_0_1_1
Jan Moir_cell_0_3_1
Journalist_sentence_8
Jan Moir_sentence_2
Jan Moir_cell_0_4_1
Jan Moir_sentence_4|context:Jan Moir_cell_0_1_1:Jan Moir_title
Jan Moir_header_cell_0_1_0
Jan Moir_header_cell_0_0_0|Jan Moir_cell_0_3_1:Jan Moir_title
Jan Moir_header_cell_0_3_0
Jan Moir_header_cell_0_0_0|Journalist_sentence_8:Journalist_title
Journalist_section_0|Jan Moir_sentence_2:Jan Moir_title
Jan Moir_section_0|Jan Moir_cell_0_4_1:Jan Moir_title
Jan Moir_header_cell_0_4_0
Jan Moir_header_cell_0_0_0|Jan Moir_sentence_4:Jan Moir_title
Jan Moir_section_0",Multi-hop Reasoning
5842,పాస్పెల్‌లు జర్మన్ మరియు రోమానిష్‌తో సహా భాషలను మాత్రమే ఉపయోగిస్తాయి మరియు 2000 జనాభా లెక్కల ప్రకారం మొత్తం 94.83% జర్మన్ మాట్లాడేవారిని నమోదు చేసింది.,REFUTES,"Paspels_cell_2_3_6
Paspels_cell_2_3_5
Paspels_cell_2_1_0
Paspels_cell_2_3_0
Paspels_cell_2_4_0
Paspels_cell_2_5_0|context:Paspels_cell_2_3_6:Paspels_title
Paspels_section_3|Paspels_cell_2_3_5:Paspels_title
Paspels_section_3|Paspels_cell_2_1_0:Paspels_title
Paspels_section_3|Paspels_cell_2_3_0:Paspels_title
Paspels_section_3|Paspels_cell_2_4_0:Paspels_title
Paspels_section_3|Paspels_cell_2_5_0:Paspels_title
Paspels_section_3",Numerical Reasoning
10282,"1959లో, మాజీ చిలీ బాక్సర్ అల్ఫ్రెడో కార్నెజో క్యూవాస్ (జననం జూన్ 6, 1933) యునైటెడ్ స్టేట్స్‌లోని చికాగోలో జరిగిన పాన్ అమెరికన్ గేమ్స్ (ఆగస్టు 27 నుండి సెప్టెంబర్ 7 వరకు యునైటెడ్ స్టేట్స్‌లోని చికాగోలో జరిగింది) వెల్టర్‌వెయిట్ విభాగంలో బంగారు పతకాన్ని గెలుచుకున్నాడు. మరియు మెక్సికో సిటీలో ప్రపంచ ఔత్సాహిక వెల్టర్‌వెయిట్ టైటిల్.",SUPPORTS,"Alfredo Cornejo_sentence_2
Boxing at the 1959 Pan American Games_sentence_0
Alfredo Cornejo_sentence_3|context:Alfredo Cornejo_sentence_2:Alfredo Cornejo_title|Boxing at the 1959 Pan American Games_sentence_0:Boxing at the 1959 Pan American Games_title|Alfredo Cornejo_sentence_3:Alfredo Cornejo_title",Multi-hop Reasoning
56586,"పోల్జే ఓబ్ సోట్లీ 57 మంది జనాభాతో, పోడ్‌సెట్‌టెక్‌లో పాయింట్ ముప్పై ఆరు చదరపు మైళ్ల విస్తీర్ణంలో ఉంది, 1995 నుండి మునిసిపాలిటీ 23.4 చదరపు మైళ్లతో మొత్తం 3,323 మంది జనాభాను కలిగి ఉంది.",SUPPORTS,"Polje ob Sotli_cell_0_9_1
Polje ob Sotli_cell_0_6_1
Polje ob Sotli_cell_0_4_1
Municipality of Podčetrtek_cell_0_5_1
Municipality of Podčetrtek_cell_0_7_1
Municipality of Podčetrtek_header_cell_0_0_0|context:Polje ob Sotli_cell_0_9_1:Polje ob Sotli_title
Polje ob Sotli_header_cell_0_9_0
Polje ob Sotli_header_cell_0_8_0|Polje ob Sotli_cell_0_6_1:Polje ob Sotli_title
Polje ob Sotli_header_cell_0_6_0
Polje ob Sotli_header_cell_0_5_0|Polje ob Sotli_cell_0_4_1:Polje ob Sotli_title
Polje ob Sotli_header_cell_0_4_0
Polje ob Sotli_header_cell_0_0_0|Municipality of Podčetrtek_cell_0_5_1:Municipality of Podčetrtek_title
Municipality of Podčetrtek_header_cell_0_5_0
Municipality of Podčetrtek_header_cell_0_4_0|Municipality of Podčetrtek_cell_0_7_1:Municipality of Podčetrtek_title
Municipality of Podčetrtek_header_cell_0_7_0
Municipality of Podčetrtek_header_cell_0_6_0|Municipality of Podčetrtek_header_cell_0_0_0:Municipality of Podčetrtek_title",Multi-hop Reasoning
27959,"అడక్టర్ విరామం తొమ్మిది నిర్మాణాలతో అనుబంధించబడింది, వీటిలో ఏడు విరామ సమయంలో ప్రవేశించి వదిలివేయబడతాయి.",REFUTES,"Adductor hiatus_sentence_8|context:Adductor hiatus_sentence_8:Adductor hiatus_title
Adductor hiatus_section_0",Other
78957,Karyn Kupcinet 1963 సిరీస్ గోయింగ్ మై వేకు దర్శకత్వం వహించారు.,REFUTES,"Karyn Kupcinet_cell_1_10_0
Karyn Kupcinet_cell_1_10_1
Karyn Kupcinet_cell_1_10_2
Karyn Kupcinet_sentence_0|context:Karyn Kupcinet_cell_1_10_0:Karyn Kupcinet_title
Karyn Kupcinet_section_9
Karyn Kupcinet_header_cell_1_0_0|Karyn Kupcinet_cell_1_10_1:Karyn Kupcinet_title
Karyn Kupcinet_section_9
Karyn Kupcinet_header_cell_1_0_1|Karyn Kupcinet_cell_1_10_2:Karyn Kupcinet_title
Karyn Kupcinet_section_9
Karyn Kupcinet_header_cell_1_0_2|Karyn Kupcinet_sentence_0:Karyn Kupcinet_title",Other
46323,"వాటర్లూ ప్రాంతీయ మునిసిపాలిటీలోని ఎత్తైన భవనాల జాబితా (సదరన్ అంటారియోలో, అంటారియో ప్రావిన్స్‌లోని ప్రాథమిక ప్రాంతం) పదికి పైగా భవనాలను కలిగి ఉంది, వాటిలో ఒకటి చార్లీ వెస్ట్.",SUPPORTS,"List of tallest buildings in the Waterloo Regional Municipality_sentence_0
Southern Ontario_sentence_0
List of tallest buildings in the Waterloo Regional Municipality_cell_1_6_0
List of tallest buildings in the Waterloo Regional Municipality_cell_0_1_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_2_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_3_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_4_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_5_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_6_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_7_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_8_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_9_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_10_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_11_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_12_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_13_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_14_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_15_1|context:List of tallest buildings in the Waterloo Regional Municipality_sentence_0:List of tallest buildings in the Waterloo Regional Municipality_title|Southern Ontario_sentence_0:Southern Ontario_title|List of tallest buildings in the Waterloo Regional Municipality_cell_1_6_0:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_1
List of tallest buildings in the Waterloo Regional Municipality_header_cell_1_0_0|List of tallest buildings in the Waterloo Regional Municipality_cell_0_1_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_1_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_2_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_2_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_3_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_3_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_4_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_4_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_5_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_5_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_6_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_6_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_7_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_7_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_8_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_8_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_9_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_9_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_10_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_10_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_11_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_11_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_12_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_12_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_13_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_13_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_14_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_14_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_15_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_15_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1",Numerical Reasoning
8792,"1991 ఫిలడెల్ఫియా ఈగల్స్ సీజన్‌లో రిచ్ కొటైట్ (జననం అక్టోబర్ 13, 1942) ప్రధాన కోచ్‌గా మరియు వెటరన్స్ స్టేడియం దాని హోమ్ ఫీల్డ్‌గా ఉంది.",SUPPORTS,"1991 Philadelphia Eagles season_cell_0_2_1
1991 Philadelphia Eagles season_cell_0_3_1
Rich Kotite_sentence_0|context:1991 Philadelphia Eagles season_cell_0_2_1:1991 Philadelphia Eagles season_title
1991 Philadelphia Eagles season_header_cell_0_2_0
1991 Philadelphia Eagles season_header_cell_0_0_0|1991 Philadelphia Eagles season_cell_0_3_1:1991 Philadelphia Eagles season_title
1991 Philadelphia Eagles season_header_cell_0_3_0
1991 Philadelphia Eagles season_header_cell_0_0_0|Rich Kotite_sentence_0:Rich Kotite_title
1991 Philadelphia Eagles season_sentence_6
Veterans Stadium_sentence_7
Rich Kotite_sentence_0|context:1991 Philadelphia Eagles season_sentence_6:1991 Philadelphia Eagles season_title
1991 Philadelphia Eagles season_section_0
1991 Philadelphia Eagles season_section_1|Veterans Stadium_sentence_7:Veterans Stadium_title|Rich Kotite_sentence_0:Rich Kotite_title",Multi-hop Reasoning
65838,క్రానికాన్ టెర్రే ప్రుస్సియా అనేది పాత ప్రష్యన్‌లకు సంబంధించిన ఎథ్నోగ్రాఫిక్ డేటాను కలిగి ఉన్న స్థానిక మఠం వార్షికోత్సవాలపై ఆధారపడింది.,SUPPORTS,"Chronicon terrae Prussiae_sentence_8
Chronicon terrae Prussiae_sentence_10|context:Chronicon terrae Prussiae_sentence_8:Chronicon terrae Prussiae_title|Chronicon terrae Prussiae_sentence_10:Chronicon terrae Prussiae_title",Other
57632,"అక్టోబరు 16, 1984న జన్మించిన మార్కస్ ఐబెగర్, 2016 నుండి ఫెల్బెర్‌మేర్-సింప్లాన్ వెల్స్‌కు ఆస్ట్రియన్ రైడర్.",SUPPORTS,"Markus Eibegger_table_caption_0
Markus Eibegger_cell_0_1_1
Markus Eibegger_cell_0_2_1
Markus Eibegger_cell_0_4_1
Markus Eibegger_cell_0_6_1
Markus Eibegger_cell_0_13_1|context:Markus Eibegger_table_caption_0:Markus Eibegger_title|Markus Eibegger_cell_0_1_1:Markus Eibegger_title
Markus Eibegger_header_cell_0_1_0
Markus Eibegger_header_cell_0_0_0|Markus Eibegger_cell_0_2_1:Markus Eibegger_title
Markus Eibegger_header_cell_0_2_0
Markus Eibegger_header_cell_0_0_0|Markus Eibegger_cell_0_4_1:Markus Eibegger_title
Markus Eibegger_header_cell_0_4_0
Markus Eibegger_header_cell_0_3_0|Markus Eibegger_cell_0_6_1:Markus Eibegger_title
Markus Eibegger_header_cell_0_6_0
Markus Eibegger_header_cell_0_3_0|Markus Eibegger_cell_0_13_1:Markus Eibegger_title
Markus Eibegger_header_cell_0_13_0
Markus Eibegger_header_cell_0_7_0",Other
