id,claim,label,supporting_facts,challenge
1196,"Before the first Europeans arrived or copra companies leased it, Maupihaa was home to Inca's in ancient times.",REFUTES,"Maupihaa_sentence_6|context:Maupihaa_sentence_6:Maupihaa_title
Maupihaa_section_1",Other
39969,Lower Darwen railway station is open for passengers currently.,REFUTES,"Lower Darwen railway station_cell_0_4_1|context:Lower Darwen railway station_cell_0_4_1:Lower Darwen railway station_title
Lower Darwen railway station_header_cell_0_4_0
Lower Darwen railway station_header_cell_0_3_0",Other
24605,Johannes Voggenhuber(born  5 June 1950) a politician who served as the former spokesman of the Green Party from Austria.,SUPPORTS,"Johannes Voggenhuber_sentence_0
Johannes Voggenhuber_header_cell_0_1_0|context:Johannes Voggenhuber_sentence_0:Johannes Voggenhuber_title|Johannes Voggenhuber_header_cell_0_1_0:Johannes Voggenhuber_title",Combining Tables and Text
5407,"Sumo wrestler Toyozakura Toshiaki committed match-fixing, ending his career in 2011 that started in 1989.",SUPPORTS,"Toyozakura Toshiaki_sentence_0
Toyozakura Toshiaki_sentence_1
Toyozakura Toshiaki_sentence_5|context:Toyozakura Toshiaki_sentence_0:Toyozakura Toshiaki_title|Toyozakura Toshiaki_sentence_1:Toyozakura Toshiaki_title|Toyozakura Toshiaki_sentence_5:Toyozakura Toshiaki_title",Other
29905,Sixty two year old Welsh journalist Jan Moir worked for a couple other papers before working at Daily Mail as an opinion columnist and has won several awards for her writing.,SUPPORTS,"Jan Moir_cell_0_1_1
Jan Moir_cell_0_3_1
Journalist_sentence_8
Jan Moir_sentence_2
Jan Moir_cell_0_4_1
Jan Moir_sentence_4|context:Jan Moir_cell_0_1_1:Jan Moir_title
Jan Moir_header_cell_0_1_0
Jan Moir_header_cell_0_0_0|Jan Moir_cell_0_3_1:Jan Moir_title
Jan Moir_header_cell_0_3_0
Jan Moir_header_cell_0_0_0|Journalist_sentence_8:Journalist_title
Journalist_section_0|Jan Moir_sentence_2:Jan Moir_title
Jan Moir_section_0|Jan Moir_cell_0_4_1:Jan Moir_title
Jan Moir_header_cell_0_4_0
Jan Moir_header_cell_0_0_0|Jan Moir_sentence_4:Jan Moir_title
Jan Moir_section_0",Multi-hop Reasoning
5842,"Paspels use languages including German, and Romanish only and has recorded a total of 94.83% of German speakers in the 2000 census.",REFUTES,"Paspels_cell_2_3_6
Paspels_cell_2_3_5
Paspels_cell_2_1_0
Paspels_cell_2_3_0
Paspels_cell_2_4_0
Paspels_cell_2_5_0|context:Paspels_cell_2_3_6:Paspels_title
Paspels_section_3|Paspels_cell_2_3_5:Paspels_title
Paspels_section_3|Paspels_cell_2_1_0:Paspels_title
Paspels_section_3|Paspels_cell_2_3_0:Paspels_title
Paspels_section_3|Paspels_cell_2_4_0:Paspels_title
Paspels_section_3|Paspels_cell_2_5_0:Paspels_title
Paspels_section_3",Numerical Reasoning
10282,"In 1959, former Chilean boxer Alfredo Cornejo Cuevas (born June 6, 1933) won the gold medal in the welterweight division at the Pan American Games (held in Chicago, United States, from August 27 to September 7) in Chicago, United States, and the world amateur welterweight title in Mexico City.",SUPPORTS,"Alfredo Cornejo_sentence_2
Boxing at the 1959 Pan American Games_sentence_0
Alfredo Cornejo_sentence_3|context:Alfredo Cornejo_sentence_2:Alfredo Cornejo_title|Boxing at the 1959 Pan American Games_sentence_0:Boxing at the 1959 Pan American Games_title|Alfredo Cornejo_sentence_3:Alfredo Cornejo_title",Multi-hop Reasoning
56586,"Polje ob Sotli with a population of 57 people, covers point thirty six square miles in Podcetrtek, a municipality since 1995  covering 23.4 square miles with a total population of 3,323 people.",SUPPORTS,"Polje ob Sotli_cell_0_9_1
Polje ob Sotli_cell_0_6_1
Polje ob Sotli_cell_0_4_1
Municipality of Podčetrtek_cell_0_5_1
Municipality of Podčetrtek_cell_0_7_1
Municipality of Podčetrtek_header_cell_0_0_0|context:Polje ob Sotli_cell_0_9_1:Polje ob Sotli_title
Polje ob Sotli_header_cell_0_9_0
Polje ob Sotli_header_cell_0_8_0|Polje ob Sotli_cell_0_6_1:Polje ob Sotli_title
Polje ob Sotli_header_cell_0_6_0
Polje ob Sotli_header_cell_0_5_0|Polje ob Sotli_cell_0_4_1:Polje ob Sotli_title
Polje ob Sotli_header_cell_0_4_0
Polje ob Sotli_header_cell_0_0_0|Municipality of Podčetrtek_cell_0_5_1:Municipality of Podčetrtek_title
Municipality of Podčetrtek_header_cell_0_5_0
Municipality of Podčetrtek_header_cell_0_4_0|Municipality of Podčetrtek_cell_0_7_1:Municipality of Podčetrtek_title
Municipality of Podčetrtek_header_cell_0_7_0
Municipality of Podčetrtek_header_cell_0_6_0|Municipality of Podčetrtek_header_cell_0_0_0:Municipality of Podčetrtek_title",Multi-hop Reasoning
27959,"Adductor hiatus is associated with nine structures, seven of which enter and leave through hiatus.",REFUTES,"Adductor hiatus_sentence_8|context:Adductor hiatus_sentence_8:Adductor hiatus_title
Adductor hiatus_section_0",Other
78957,Karyn Kupcinet directed the 1963 series Going My Way.,REFUTES,"Karyn Kupcinet_cell_1_10_0
Karyn Kupcinet_cell_1_10_1
Karyn Kupcinet_cell_1_10_2
Karyn Kupcinet_sentence_0|context:Karyn Kupcinet_cell_1_10_0:Karyn Kupcinet_title
Karyn Kupcinet_section_9
Karyn Kupcinet_header_cell_1_0_0|Karyn Kupcinet_cell_1_10_1:Karyn Kupcinet_title
Karyn Kupcinet_section_9
Karyn Kupcinet_header_cell_1_0_1|Karyn Kupcinet_cell_1_10_2:Karyn Kupcinet_title
Karyn Kupcinet_section_9
Karyn Kupcinet_header_cell_1_0_2|Karyn Kupcinet_sentence_0:Karyn Kupcinet_title",Other
46323,"List of tallest buildings in the Waterloo Regional Municipality  (in Southern Ontario, a primary region of the province of Ontario) has over ten buildings, one of which is Charlie West",SUPPORTS,"List of tallest buildings in the Waterloo Regional Municipality_sentence_0
Southern Ontario_sentence_0
List of tallest buildings in the Waterloo Regional Municipality_cell_1_6_0
List of tallest buildings in the Waterloo Regional Municipality_cell_0_1_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_2_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_3_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_4_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_5_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_6_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_7_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_8_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_9_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_10_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_11_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_12_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_13_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_14_1
List of tallest buildings in the Waterloo Regional Municipality_cell_0_15_1|context:List of tallest buildings in the Waterloo Regional Municipality_sentence_0:List of tallest buildings in the Waterloo Regional Municipality_title|Southern Ontario_sentence_0:Southern Ontario_title|List of tallest buildings in the Waterloo Regional Municipality_cell_1_6_0:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_1
List of tallest buildings in the Waterloo Regional Municipality_header_cell_1_0_0|List of tallest buildings in the Waterloo Regional Municipality_cell_0_1_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_1_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_2_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_2_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_3_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_3_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_4_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_4_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_5_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_5_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_6_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_6_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_7_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_7_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_8_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_8_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_9_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_9_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_10_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_10_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_11_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_11_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_12_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_12_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_13_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_13_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_14_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_14_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1|List of tallest buildings in the Waterloo Regional Municipality_cell_0_15_1:List of tallest buildings in the Waterloo Regional Municipality_title
List of tallest buildings in the Waterloo Regional Municipality_section_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_15_0
List of tallest buildings in the Waterloo Regional Municipality_header_cell_0_0_1",Numerical Reasoning
8792,"The 1991 Philadelphia Eagles season had Rich Kotite (born October 13, 1942) as the head coach, and Veterans Stadium as its home field.",SUPPORTS,"1991 Philadelphia Eagles season_cell_0_2_1
1991 Philadelphia Eagles season_cell_0_3_1
Rich Kotite_sentence_0|context:1991 Philadelphia Eagles season_cell_0_2_1:1991 Philadelphia Eagles season_title
1991 Philadelphia Eagles season_header_cell_0_2_0
1991 Philadelphia Eagles season_header_cell_0_0_0|1991 Philadelphia Eagles season_cell_0_3_1:1991 Philadelphia Eagles season_title
1991 Philadelphia Eagles season_header_cell_0_3_0
1991 Philadelphia Eagles season_header_cell_0_0_0|Rich Kotite_sentence_0:Rich Kotite_title
1991 Philadelphia Eagles season_sentence_6
Veterans Stadium_sentence_7
Rich Kotite_sentence_0|context:1991 Philadelphia Eagles season_sentence_6:1991 Philadelphia Eagles season_title
1991 Philadelphia Eagles season_section_0
1991 Philadelphia Eagles season_section_1|Veterans Stadium_sentence_7:Veterans Stadium_title|Rich Kotite_sentence_0:Rich Kotite_title",Multi-hop Reasoning
65838,The Chronicon terrae Prussiae is based on local monastery annals containing ethnographic data regarding the Old Prussians.,SUPPORTS,"Chronicon terrae Prussiae_sentence_8
Chronicon terrae Prussiae_sentence_10|context:Chronicon terrae Prussiae_sentence_8:Chronicon terrae Prussiae_title|Chronicon terrae Prussiae_sentence_10:Chronicon terrae Prussiae_title",Other
57632,"Markus Eibegger, born on October 16, 1984, is an Austrian rider for Felbermayr–Simplon Wels since 2016.",SUPPORTS,"Markus Eibegger_table_caption_0
Markus Eibegger_cell_0_1_1
Markus Eibegger_cell_0_2_1
Markus Eibegger_cell_0_4_1
Markus Eibegger_cell_0_6_1
Markus Eibegger_cell_0_13_1|context:Markus Eibegger_table_caption_0:Markus Eibegger_title|Markus Eibegger_cell_0_1_1:Markus Eibegger_title
Markus Eibegger_header_cell_0_1_0
Markus Eibegger_header_cell_0_0_0|Markus Eibegger_cell_0_2_1:Markus Eibegger_title
Markus Eibegger_header_cell_0_2_0
Markus Eibegger_header_cell_0_0_0|Markus Eibegger_cell_0_4_1:Markus Eibegger_title
Markus Eibegger_header_cell_0_4_0
Markus Eibegger_header_cell_0_3_0|Markus Eibegger_cell_0_6_1:Markus Eibegger_title
Markus Eibegger_header_cell_0_6_0
Markus Eibegger_header_cell_0_3_0|Markus Eibegger_cell_0_13_1:Markus Eibegger_title
Markus Eibegger_header_cell_0_13_0
Markus Eibegger_header_cell_0_7_0",Other
2533,"During the 2013-14 UEFA which was founded in Basel, Atletico Madrid was runner up, Valencia was a semi-finalist and Fiorentina was eliminated in round of 16.",REFUTES,"2013–14 UEFA Champions League_cell_20_1_0
2013–14 UEFA Champions League_cell_20_1_2
2013–14 UEFA Champions League_cell_20_2_0
2013–14 UEFA Champions League_cell_20_2_2|context:2013–14 UEFA Champions League_cell_20_1_0:2013–14 UEFA Champions League_title
2013–14 UEFA Champions League_section_19
2013–14 UEFA Champions League_section_23
2013–14 UEFA Champions League_header_cell_20_0_0|2013–14 UEFA Champions League_cell_20_1_2:2013–14 UEFA Champions League_title
2013–14 UEFA Champions League_section_19
2013–14 UEFA Champions League_section_23
2013–14 UEFA Champions League_header_cell_20_0_2|2013–14 UEFA Champions League_cell_20_2_0:2013–14 UEFA Champions League_title
2013–14 UEFA Champions League_section_19
2013–14 UEFA Champions League_section_23
2013–14 UEFA Champions League_header_cell_20_0_0|2013–14 UEFA Champions League_cell_20_2_2:2013–14 UEFA Champions League_title
2013–14 UEFA Champions League_section_19
2013–14 UEFA Champions League_section_23
2013–14 UEFA Champions League_header_cell_20_0_2",Other
14467,"The Footwork FA12, which was intended to start the season, finally debuted at the San Marino Grand Prix,  a Formula One motor race held at Imola on 28 April 1991.",SUPPORTS,"Footwork FA12_sentence_3
Footwork FA12_sentence_4
1991 San Marino Grand Prix_sentence_0|context:Footwork FA12_sentence_3:Footwork FA12_title|Footwork FA12_sentence_4:Footwork FA12_title|1991 San Marino Grand Prix_sentence_0:1991 San Marino Grand Prix_title",Multi-hop Reasoning
20730,"Ocean Mushure had four international goals during the 2017 COSAFA Cup wherein three of which are held in Moruleng Stadium, South Africa while one was held in Royal Bafokeng Stadium, Phokeng, South Africa.",SUPPORTS,"2017 COSAFA Cup_item_7_16
Ocean Mushure_header_cell_1_5_0
Ocean Mushure_header_cell_1_5_3
Ocean Mushure_cell_2_1_0
Ocean Mushure_cell_2_1_2
Ocean Mushure_cell_2_2_0
Ocean Mushure_cell_2_2_2
Ocean Mushure_cell_2_3_0
Ocean Mushure_cell_2_1_6
Ocean Mushure_cell_2_2_6
Ocean Mushure_cell_2_4_0
Ocean Mushure_cell_2_4_2
Ocean Mushure_cell_2_4_6|context:2017 COSAFA Cup_item_7_16:2017 COSAFA Cup_title
2017 COSAFA Cup_section_14|Ocean Mushure_header_cell_1_5_0:Ocean Mushure_title
Ocean Mushure_section_3
Ocean Mushure_section_4|Ocean Mushure_header_cell_1_5_3:Ocean Mushure_title
Ocean Mushure_section_3
Ocean Mushure_section_4|Ocean Mushure_cell_2_1_0:Ocean Mushure_title
Ocean Mushure_section_3
Ocean Mushure_section_5
Ocean Mushure_header_cell_2_0_0|Ocean Mushure_cell_2_1_2:Ocean Mushure_title
Ocean Mushure_section_3
Ocean Mushure_section_5
Ocean Mushure_header_cell_2_0_2|Ocean Mushure_cell_2_2_0:Ocean Mushure_title
Ocean Mushure_section_3
Ocean Mushure_section_5
Ocean Mushure_header_cell_2_0_0|Ocean Mushure_cell_2_2_2:Ocean Mushure_title
Ocean Mushure_section_3
Ocean Mushure_section_5
Ocean Mushure_header_cell_2_0_2|Ocean Mushure_cell_2_3_0:Ocean Mushure_title
Ocean Mushure_section_3
Ocean Mushure_section_5
Ocean Mushure_header_cell_2_0_0|Ocean Mushure_cell_2_1_6:Ocean Mushure_title
Ocean Mushure_section_3
Ocean Mushure_section_5
Ocean Mushure_header_cell_2_0_6|Ocean Mushure_cell_2_2_6:Ocean Mushure_title
Ocean Mushure_section_3
Ocean Mushure_section_5
Ocean Mushure_header_cell_2_0_6|Ocean Mushure_cell_2_4_0:Ocean Mushure_title
Ocean Mushure_section_3
Ocean Mushure_section_5
Ocean Mushure_header_cell_2_0_0|Ocean Mushure_cell_2_4_2:Ocean Mushure_title
Ocean Mushure_section_3
Ocean Mushure_section_5
Ocean Mushure_header_cell_2_0_2|Ocean Mushure_cell_2_4_6:Ocean Mushure_title
Ocean Mushure_section_3
Ocean Mushure_section_5
Ocean Mushure_header_cell_2_0_6",Other
82412,Aage Emil Brix was a doctor and former U.S. soccer forward who played as an amateur with the Los Angeles Athletic Club's soccer team.,SUPPORTS,"Aage Brix_table_caption_0
Aage Brix_cell_0_1_1
Aage Brix_cell_0_6_1
Aage Brix_sentence_3|context:Aage Brix_table_caption_0:Aage Brix_title|Aage Brix_cell_0_1_1:Aage Brix_title
Aage Brix_header_cell_0_1_0
Aage Brix_header_cell_0_0_0|Aage Brix_cell_0_6_1:Aage Brix_title
Aage Brix_header_cell_0_6_0
Aage Brix_header_cell_0_0_0|Aage Brix_sentence_3:Aage Brix_title",Other
89389,"Bangkok Insurance, established on 15 April 1947 as Asia Insurance Co., Ltd. under the management led by Chin Sophonpanich, was located on Anuwong Road, Samphanthawong District, in Bangkok.",SUPPORTS,"Bangkok Insurance_sentence_3
Bangkok Insurance_sentence_4|context:Bangkok Insurance_sentence_3:Bangkok Insurance_title
Bangkok Insurance_section_0|Bangkok Insurance_sentence_4:Bangkok Insurance_title
Bangkok Insurance_section_0",Other
