id,claim,label,supporting_facts,challenge
29859,"SIU (fundada en 2012) tiene una Oficina Internacional muy activa, encabezada por el Dr. Okello Andrew, que ha acompañado a la Universidad a través de sus numerosas asociaciones con universidades líderes de Europa.",REFUTES,"Somali International University_sentence_22|context:Somali International University_sentence_22:Somali International University_title
Somali International University_section_8",Entity Disambiguation
18833,"Karemlash fue la sede del patriarca nestoriano o de la Iglesia del Este, Denna II, y hogar de las comunidades jacobita y armenia en el siglo XIV.",SUPPORTS,"Karemlash_sentence_4
Church of the East_sentence_2
Karemlash_sentence_6
Karemlash_sentence_5|context:Karemlash_sentence_4:Karemlash_title
Karemlash_section_0
Karemlash_section_1|Church of the East_sentence_2:Church of the East_title|Karemlash_sentence_6:Karemlash_title
Karemlash_section_0
Karemlash_section_1|Karemlash_sentence_5:Karemlash_title
Karemlash_section_0
Karemlash_section_1",Other
12516,Dragon Ball Super (escrito por Akira Toriyama) tuvo once capítulos coloreados digitalmente lanzados en Norteamérica en diciembre de 2020.,SUPPORTS,"Dragon Ball Super_cell_0_2_1
List of Dragon Ball Super chapters_sentence_9|context:Dragon Ball Super_cell_0_2_1:Dragon Ball Super_title
Dragon Ball Super_header_cell_0_2_0
Dragon Ball Super_header_cell_0_0_0|List of Dragon Ball Super chapters_sentence_9:List of Dragon Ball Super chapters_title",Multi-hop Reasoning
81202,Lunar Saros 129 es el mayor eclipse de la serie que ocurrió el 16 de julio de 2000 y duró 106 minutos.,SUPPORTS,"Lunar Saros 129_cell_1_1_0|context:Lunar Saros 129_cell_1_1_0:Lunar Saros 129_title
Lunar Saros 129_section_0
Lunar Saros 129_header_cell_1_0_0",Other
39320,El parque histórico Mill Hill se estableció en 1767 en Connecticut.,REFUTES,"Mill Hill Historic Park_cell_0_1_1
Mill Hill Historic Park_cell_0_2_1|context:Mill Hill Historic Park_cell_0_1_1:Mill Hill Historic Park_title
Mill Hill Historic Park_header_cell_0_1_0
Mill Hill Historic Park_header_cell_0_0_0|Mill Hill Historic Park_cell_0_2_1:Mill Hill Historic Park_title
Mill Hill Historic Park_header_cell_0_2_0
Mill Hill Historic Park_header_cell_0_0_0",Other
75789,"Ed Coan estableció un récord de levantamiento de pesas de todos los tiempos (aunque no estaba en la categoría de peso más pesado) de 2,463 libras en peso muerto, banco y sentadilla total, aunque su mejor resultado en una competencia sometida a pruebas antidrogas fue 2,282 libras en los 100 kg de peso. clase en el Campeonato Mundial Senior de la IPF de 1994.",SUPPORTS,"Ed Coan_sentence_0
Ed Coan_sentence_6
Ed Coan_sentence_4
Ed Coan_sentence_5
Ed Coan_sentence_7|context:Ed Coan_sentence_0:Ed Coan_title|Ed Coan_sentence_6:Ed Coan_title
Ed Coan_section_0|Ed Coan_sentence_4:Ed Coan_title
Ed Coan_section_0|Ed Coan_sentence_5:Ed Coan_title
Ed Coan_section_0|Ed Coan_sentence_7:Ed Coan_title
Ed Coan_section_0",Multi-hop Reasoning
63686,"Clare Short fue ministra en la sombra para la Mujer, secretaria de Transporte en la sombra, portavoz de la oposición para el desarrollo en el extranjero y miembro del Comité Ejecutivo Nacional del Partido Laborista.",SUPPORTS,"Clare Short_sentence_29
Clare Short_sentence_30|context:Clare Short_sentence_29:Clare Short_title
Clare Short_section_0
Clare Short_section_2|Clare Short_sentence_30:Clare Short_title
Clare Short_section_0
Clare Short_section_2",Other
39906,"Alfred Chalkley, cuya última aparición con el equipo del West Ham fue contra el Fulham el 7 de noviembre de 1936, estuvo siempre presente durante la temporada 1934-35.",SUPPORTS,"Alfred Chalkley_sentence_8
Alfred Chalkley_sentence_7|context:Alfred Chalkley_sentence_8:Alfred Chalkley_title|Alfred Chalkley_sentence_7:Alfred Chalkley_title",Other
67233,Mehreen Pirzada interpretó a Mahalakshmi en la obra de teatro telugu de 2016 Krishna Gaadi Veera Prema Gaadha; luego como Anu en la película hindi de 2017 Phillauri.,REFUTES,Krishna Gaadi Veera Prema Gaadha_sentence_2|context:Krishna Gaadi Veera Prema Gaadha_sentence_2:Krishna Gaadi Veera Prema Gaadha_title,Other
81394,Bruce Leslie McLaren (30 de agosto de 1937 - 2 de junio de 1970) condujo un Cooper-Climax en el Gran Premio de Bélgica de 1963.,SUPPORTS,"Bruce McLaren_sentence_2
1963 Belgian Grand Prix_cell_0_5_2
1963 Belgian Grand Prix_cell_0_5_3|context:Bruce McLaren_sentence_2:Bruce McLaren_title|1963 Belgian Grand Prix_cell_0_5_2:1963 Belgian Grand Prix_title
1963 Belgian Grand Prix_section_0
1963 Belgian Grand Prix_section_1
1963 Belgian Grand Prix_header_cell_0_5_0
1963 Belgian Grand Prix_header_cell_0_0_2|1963 Belgian Grand Prix_cell_0_5_3:1963 Belgian Grand Prix_title
1963 Belgian Grand Prix_section_0
1963 Belgian Grand Prix_section_1
1963 Belgian Grand Prix_header_cell_0_5_0
1963 Belgian Grand Prix_header_cell_0_0_3",Multi-hop Reasoning
1658,38 Special lanzó doce álbumes de estudio durante el período de 1977 a 2004.,SUPPORTS,"38 Special discography_sentence_0
38 Special discography_cell_1_1_0
38 Special discography_cell_1_2_0
38 Special discography_cell_1_3_0
38 Special discography_cell_1_4_0
38 Special discography_cell_1_5_0
38 Special discography_cell_1_6_0
38 Special discography_cell_1_7_0
38 Special discography_cell_1_8_0
38 Special discography_cell_1_9_0
38 Special discography_cell_1_10_0
38 Special discography_cell_1_11_0
38 Special discography_cell_1_12_0|context:38 Special discography_sentence_0:38 Special discography_title|38 Special discography_cell_1_1_0:38 Special discography_title
38 Special discography_section_0
38 Special discography_section_1
38 Special discography_header_cell_1_0_0|38 Special discography_cell_1_2_0:38 Special discography_title
38 Special discography_section_0
38 Special discography_section_1
38 Special discography_header_cell_1_0_0|38 Special discography_cell_1_3_0:38 Special discography_title
38 Special discography_section_0
38 Special discography_section_1
38 Special discography_header_cell_1_0_0|38 Special discography_cell_1_4_0:38 Special discography_title
38 Special discography_section_0
38 Special discography_section_1
38 Special discography_header_cell_1_0_0|38 Special discography_cell_1_5_0:38 Special discography_title
38 Special discography_section_0
38 Special discography_section_1
38 Special discography_header_cell_1_0_0|38 Special discography_cell_1_6_0:38 Special discography_title
38 Special discography_section_0
38 Special discography_section_1
38 Special discography_header_cell_1_0_0|38 Special discography_cell_1_7_0:38 Special discography_title
38 Special discography_section_0
38 Special discography_section_1
38 Special discography_header_cell_1_0_0|38 Special discography_cell_1_8_0:38 Special discography_title
38 Special discography_section_0
38 Special discography_section_1
38 Special discography_header_cell_1_0_0|38 Special discography_cell_1_9_0:38 Special discography_title
38 Special discography_section_0
38 Special discography_section_1
38 Special discography_header_cell_1_0_0|38 Special discography_cell_1_10_0:38 Special discography_title
38 Special discography_section_0
38 Special discography_section_1
38 Special discography_header_cell_1_0_0|38 Special discography_cell_1_11_0:38 Special discography_title
38 Special discography_section_0
38 Special discography_section_1
38 Special discography_header_cell_1_0_0|38 Special discography_cell_1_12_0:38 Special discography_title
38 Special discography_section_0
38 Special discography_section_1
38 Special discography_header_cell_1_0_0",Numerical Reasoning
41547,"Valentin Koptyug fue rector de la Universidad Estatal de Novosibirsk durante dos años (1978-1980) e hizo una enorme contribución al desarrollo de la química sintética, física y aplicada.",SUPPORTS,"Valentin Koptyug_sentence_0
Valentin Koptyug_sentence_5
Valentin Koptyug_sentence_6|context:Valentin Koptyug_sentence_0:Valentin Koptyug_title|Valentin Koptyug_sentence_5:Valentin Koptyug_title|Valentin Koptyug_sentence_6:Valentin Koptyug_title",Other
91775,La estación de tren Fontburn Halt se inauguró el 1 de junio de 1904 y se cerró a los pasajeros el 15 de septiembre de 1952.,SUPPORTS,"Fontburn Halt railway station_cell_0_12_1
Fontburn Halt railway station_cell_0_13_1|context:Fontburn Halt railway station_cell_0_12_1:Fontburn Halt railway station_title
Fontburn Halt railway station_header_cell_0_12_0
Fontburn Halt railway station_header_cell_0_11_0|Fontburn Halt railway station_cell_0_13_1:Fontburn Halt railway station_title
Fontburn Halt railway station_header_cell_0_13_0
Fontburn Halt railway station_header_cell_0_11_0",Other
23228,"Isopsestis cuprina, que se encuentra en las regiones del sur de Asia: Tíbet, India y Nepal, fue descrita por Moore en 1881.",SUPPORTS,"Isopsestis cuprina_sentence_2
Isopsestis cuprina_sentence_1
South Asia_sentence_24
South Asia_sentence_1|context:Isopsestis cuprina_sentence_2:Isopsestis cuprina_title|Isopsestis cuprina_sentence_1:Isopsestis cuprina_title|South Asia_sentence_24:South Asia_title
South Asia_section_0|South Asia_sentence_1:South Asia_title",Multi-hop Reasoning
25215,"El distrito de Chengzihe es un distrito ubicado en Heilongjiang, China (una provincia que limita con Jilin al sur y Mongolia Interior al oeste), y tiene cinco subdistritos.",SUPPORTS,"Chengzihe District_cell_0_4_1
Chengzihe District_cell_0_2_1
Chengzihe District_cell_0_1_1
Heilongjiang_sentence_2|context:Chengzihe District_cell_0_4_1:Chengzihe District_title
Chengzihe District_header_cell_0_4_0
Chengzihe District_header_cell_0_0_0|Chengzihe District_cell_0_2_1:Chengzihe District_title
Chengzihe District_header_cell_0_2_0
Chengzihe District_header_cell_0_0_0|Chengzihe District_cell_0_1_1:Chengzihe District_title
Chengzihe District_header_cell_0_1_0
Chengzihe District_header_cell_0_0_0|Heilongjiang_sentence_2:Heilongjiang_title
Chengzihe District_sentence_1
Chengzihe District_sentence_0
Heilongjiang_sentence_2|context:Chengzihe District_sentence_1:Chengzihe District_title
Chengzihe District_section_0|Chengzihe District_sentence_0:Chengzihe District_title|Heilongjiang_sentence_2:Heilongjiang_title",Multi-hop Reasoning
7435,"Vytshegdosuchus, un género extinto de arcosaurio paracrocodilomorfo nombrado en 1801, se conoce por un ilion derecho y fue descubierto en Parotossuchus.",REFUTES,Vytshegdosuchus_sentence_2|context:Vytshegdosuchus_sentence_2:Vytshegdosuchus_title,Numerical Reasoning
26061,"El distrito de Shunhe Hui está ubicado en la provincia de Henan, China, específicamente bajo la prefectura de Kaifeng.",SUPPORTS,"Shunhe Hui District_sentence_0
Shunhe Hui District_cell_0_3_1
Shunhe Hui District_cell_0_2_1
Shunhe Hui District_cell_0_1_1|context:Shunhe Hui District_sentence_0:Shunhe Hui District_title|Shunhe Hui District_cell_0_3_1:Shunhe Hui District_title
Shunhe Hui District_header_cell_0_3_0
Shunhe Hui District_header_cell_0_0_0|Shunhe Hui District_cell_0_2_1:Shunhe Hui District_title
Shunhe Hui District_header_cell_0_2_0
Shunhe Hui District_header_cell_0_0_0|Shunhe Hui District_cell_0_1_1:Shunhe Hui District_title
Shunhe Hui District_header_cell_0_1_0
Shunhe Hui District_header_cell_0_0_0",Combining Tables and Text
70667,"Haggen, una tienda de comestibles cuya sede está en Washington, comenzó en 1933 y abrió como Haggen, Inc.",SUPPORTS,"Haggen_sentence_0
Haggen_sentence_1
Haggen_sentence_10|context:Haggen_sentence_0:Haggen_title|Haggen_sentence_1:Haggen_title|Haggen_sentence_10:Haggen_title
Haggen_section_0
Haggen_section_1",Multi-hop Reasoning
66515,Turk nunca lanzó ningún mixtape en su carrera.,REFUTES,"Turk (rapper)_sentence_18|context:Turk (rapper)_sentence_18:Turk (rapper)_title
Turk (rapper)_section_1",Entity Disambiguation
47615,"El distrito de Fengnan se encuentra en la ciudad a nivel de prefectura de Tangshan (una división administrativa que se ubica por encima de un condado y por debajo de una provincia, que forma el segundo nivel de la estructura administrativa), provincia de Hebei en la República Popular de China.",SUPPORTS,"Fengnan District_cell_0_3_1
Prefecture-level city_sentence_0
Prefecture-level city_sentence_1
Fengnan District_cell_0_2_1
Fengnan District_cell_0_1_1|context:Fengnan District_cell_0_3_1:Fengnan District_title
Fengnan District_header_cell_0_3_0
Fengnan District_header_cell_0_0_0|Prefecture-level city_sentence_0:Prefecture-level city_title|Prefecture-level city_sentence_1:Prefecture-level city_title|Fengnan District_cell_0_2_1:Fengnan District_title
Fengnan District_header_cell_0_2_0
Fengnan District_header_cell_0_0_0|Fengnan District_cell_0_1_1:Fengnan District_title
Fengnan District_header_cell_0_1_0
Fengnan District_header_cell_0_0_0",Multi-hop Reasoning
60560,"Dos arquitectos están enterrados en el cementerio cristiano de Sewri, a saber, George Wittet y Frederick William Stevens, arquitecto de la Puerta de la India (un arco-monumento construido a principios del siglo XX) y Victoria Terminus, respectivamente.",SUPPORTS,"Sewri Christian Cemetery_cell_1_1_0
Sewri Christian Cemetery_cell_1_1_2
Sewri Christian Cemetery_cell_1_3_0
Sewri Christian Cemetery_cell_1_3_2|context:Sewri Christian Cemetery_cell_1_1_0:Sewri Christian Cemetery_title
Sewri Christian Cemetery_section_0
Sewri Christian Cemetery_header_cell_1_0_0|Sewri Christian Cemetery_cell_1_1_2:Sewri Christian Cemetery_title
Sewri Christian Cemetery_section_0
Sewri Christian Cemetery_header_cell_1_0_2|Sewri Christian Cemetery_cell_1_3_0:Sewri Christian Cemetery_title
Sewri Christian Cemetery_section_0
Sewri Christian Cemetery_header_cell_1_0_0|Sewri Christian Cemetery_cell_1_3_2:Sewri Christian Cemetery_title
Sewri Christian Cemetery_section_0
Sewri Christian Cemetery_header_cell_1_0_2",Other
5208,"Don Pickwick, que se rompió la pierna y se perdió una temporada, jugó 244 partidos con Norwich como mitad derecho entre 1947 y 1956 y registró su mayor victoria en la liga sobre el Shrewsbury Town F.C. en 1951.",SUPPORTS,"Don Pickwick_sentence_4
Don Pickwick_sentence_1
Don Pickwick_sentence_3|context:Don Pickwick_sentence_4:Don Pickwick_title|Don Pickwick_sentence_1:Don Pickwick_title|Don Pickwick_sentence_3:Don Pickwick_title",Other
90198,"El SMS V190, un barco con diez cañones L/45 de 8,8 cm y una tripulación de 84 miembros, pertenece a la Armada Imperial Alemana que existió entre 1871 y 1919.",REFUTES,"SMS V190_sentence_17|context:SMS V190_sentence_17:SMS V190_title
SMS V190_section_0",Other
78241,"Jerick Johnson, que nunca ganó el premio al Novato del Año en ASA, jugó para el equipo Johnson Motorsports en 2006 y 2010 usando un automóvil fabricado por Chevy.",REFUTES,"Jerick Johnson_sentence_4|context:Jerick Johnson_sentence_4:Jerick Johnson_title
Jerick Johnson_section_0",Other
48860,"Balach Marri, el líder del Ejército de Liberación Baluchistán nacido el 17 de enero de 1966, luchó en la insurgencia en Baluchistán.",SUPPORTS,"Balach Marri_cell_0_1_1
Balach Marri_cell_0_3_1
Balach Marri_cell_0_4_1
Balach Marri_cell_0_5_1|context:Balach Marri_cell_0_1_1:Balach Marri_title
Balach Marri_header_cell_0_1_0
Balach Marri_header_cell_0_0_0|Balach Marri_cell_0_3_1:Balach Marri_title
Balach Marri_header_cell_0_3_0
Balach Marri_header_cell_0_0_0|Balach Marri_cell_0_4_1:Balach Marri_title
Balach Marri_header_cell_0_4_0
Balach Marri_header_cell_0_0_0|Balach Marri_cell_0_5_1:Balach Marri_title
Balach Marri_header_cell_0_5_0
Balach Marri_header_cell_0_0_0
Balach Marri_sentence_11
Balach Marri_cell_0_1_1
Balach Marri_cell_0_5_1|context:Balach Marri_sentence_11:Balach Marri_title
Balach Marri_section_2|Balach Marri_cell_0_1_1:Balach Marri_title
Balach Marri_header_cell_0_1_0
Balach Marri_header_cell_0_0_0|Balach Marri_cell_0_5_1:Balach Marri_title
Balach Marri_header_cell_0_5_0
Balach Marri_header_cell_0_0_0",Combining Tables and Text
39829,Wade Zirkle recibió la Estrella de Plata por su servicio en la guerra de Vietnam.,REFUTES,"Wade Zirkle_cell_0_5_1
Wade Zirkle_cell_0_6_1|context:Wade Zirkle_cell_0_5_1:Wade Zirkle_title
Wade Zirkle_header_cell_0_5_0
Wade Zirkle_header_cell_0_0_0|Wade Zirkle_cell_0_6_1:Wade Zirkle_title
Wade Zirkle_header_cell_0_6_0
Wade Zirkle_header_cell_0_0_0",Other
7131,"En la temporada WAFL 2001, Claremont encabezó la clasificación con 15 victorias y 60 puntos.",SUPPORTS,"2001 WAFL season_cell_1_1_3
2001 WAFL season_table_caption_1
2001 WAFL season_cell_1_1_9
2001 WAFL season_cell_1_1_0|context:2001 WAFL season_cell_1_1_3:2001 WAFL season_title
2001 WAFL season_section_23
2001 WAFL season_header_cell_1_1_1
2001 WAFL season_header_cell_1_0_3|2001 WAFL season_table_caption_1:2001 WAFL season_title
2001 WAFL season_section_23|2001 WAFL season_cell_1_1_9:2001 WAFL season_title
2001 WAFL season_section_23
2001 WAFL season_header_cell_1_1_1
2001 WAFL season_header_cell_1_0_9|2001 WAFL season_cell_1_1_0:2001 WAFL season_title
2001 WAFL season_section_23
2001 WAFL season_header_cell_1_0_0",Numerical Reasoning
41649,"Siendo Germaine Mounier una gran admiradora e intérprete de Chopin, Mounier creó el Festival Chopin en la Orangerie del Parc de Bagatelle en París, del que fue vicepresidenta. Entre sus numerosos alumnos se encontraban talentos tan diversos como Catherine Collard, Françoise Thinat, Véronique Bonnecaze, Erik Berchot, Pavlos Yallourakis, Alexandre Tharaud, Jeffrey Grice, Mathilde Carré, Roumen Kroumov, François Chouchan, Iliana Todorova, François Daudet, Jean-Louis Haguenauer, Andrea Tusacciu, Walid Akl, Hélène y Marie Desmoulin, Patrick Fayad, Hervé Billaut, André Isoir, Caroline Sageman, Michel Laurent, Claude Bolling, Mari Kodama y Momo Kodama.",SUPPORTS,"Germaine Mounier_sentence_5
Germaine Mounier_sentence_6|context:Germaine Mounier_sentence_5:Germaine Mounier_title
Germaine Mounier_section_0|Germaine Mounier_sentence_6:Germaine Mounier_title
Germaine Mounier_section_0",Other
65638,"Trixie Mattel apareció en la serie web UNHhhh en WOWPresents con su compañera concursante de la séptima temporada Katya Zamolodchikova, luego el dúo pasó a protagonizar The Trixie & Katya Show, que se estrenó en Viceland el 15 de noviembre de 2017.",SUPPORTS,"Trixie Mattel_sentence_23
UNHhhh_sentence_0
Trixie Mattel_sentence_24|context:Trixie Mattel_sentence_23:Trixie Mattel_title
Trixie Mattel_section_1
Trixie Mattel_section_3|UNHhhh_sentence_0:UNHhhh_title|Trixie Mattel_sentence_24:Trixie Mattel_title
Trixie Mattel_section_1
Trixie Mattel_section_3",Multi-hop Reasoning
