uid,claim,supporting_facts,label,num_hops,hpqa_id
b649e192-ab2f-43d6-9f6f-30fa678cdc19,La ciudad que tienen en común la Escuela de Teología Saint Paul y la Iglesia Metodista Unida de la Resurrección es Kansas.,Saint Paul School of Theology,SUPPORTED,2,5ab677e2554299110f219a13
6466373d-4d96-49e6-9942-c16ed8529cce,"Error humano"" es el final de la tercera temporada de un programa de televisión que se emitió en la cadena Fox.",Human Error (House),SUPPORTED,2,5adc1309554299438c868d3b
36454597-7106-40db-a7b2-c223a149f8bf,Ballota y Myosotis no son ambos árboles de hoja perenne.,Ballota,SUPPORTED,2,5addf3d65542990dbb2f7f0e
c32592cd-1941-41bd-a29a-550b688fca0e,La Ley Kansas-Nebraska creó los territorios de Kansas y Nebraska y fue combatida por el Partido Republicano.,History of the United States Republican Party,SUPPORTED,2,5ab5dc44554299494045f089
deb42a8f-411d-4d5e-ae9e-1a6991e7910a,Ghettopoly fue liberado antes que Kolejka.,Kolejka (game),SUPPORTED,2,5a888abc5542997e5c09a604
ed2eb723-ca88-4bc2-b6a5-fb61323df841,En el año 2016 el equipo al que se unió Jonathan Spector en 2006 se mudó a su nuevo hogar.,Jonathan Spector,SUPPORTED,2,5ab96191554299743d22eb29
3ba067f8-9587-4396-9b5c-47a6d548a809,"La campaña de Nueva York y Nueva Jersey fue una serie de batallas durante la Guerra Revolucionaria por el control de la ciudad de Nueva York y el estado de Nueva Jersey, que se libraron el 28 de octubre de 1776 cerca de White Plains, Nueva York.",Battle of White Plains,SUPPORTED,2,5a75e67d5542992db9473709
d0984d3e-5a22-41ba-b5fc-37d9a9fb11aa,Shirley Collado es la presidenta de la universidad ubicada en el estado de Nueva York.,Shirley Collado,SUPPORTED,2,5a8fb9155542997ba9cb3303
a0afdf36-2012-4775-9c1e-87ec234932bd,Shirley Collado es la presidenta del Queens College ubicado en el estado de Nueva York.,Shirley Collado,NOT_SUPPORTED,2,5a8fb9155542997ba9cb3303
28f35393-e1dc-4faa-9032-e73504fc91bb,Mikael Akerfeldt y Lee Ranaldo fueron guitarristas de sus respectivas bandas.,Mikael Åkerfeldt,SUPPORTED,2,5a77dbaf5542997042120b5b
d98c9921-abaf-442f-b34f-807ac0866f7a,Don Henley y Morrissey son cantantes y compositores.,Don Henley,SUPPORTED,2,5a8a59d75542995153361377
5f629882-b179-4e9f-9871-dfb5d8c03bb2,La estrella de Into The Homeland interpretó a Lamar Wyatt en el programa de televisión Nashville.,Into the Homeland,SUPPORTED,2,5a78f35455429970f5fffded
3fbe2201-94a7-45aa-a944-010193725703,Boy Hits Car tiene más álbumes de estudio que The Invisible.,Boy Hits Car,SUPPORTED,2,5a8763d55542996e4f3087c3
d5d127f2-63ee-41d7-852f-e6cffc52a37f,"Rex Salas es una productora discográfica estadounidense que trabajó con una cantante y actriz estadounidense que ha sido descrita como la encarnación de la autonomía femenina en una industria dominada por los hombres, y a veces se la conoce como la Diosa del Pop.",Rex Salas,SUPPORTED,2,5a8ee02955429917b4a5bdfa
70e42d1c-6bf9-41c9-ba84-a19d98f9ceca,Toshi y Warrel Dane no están ambos en la banda Sanctuary.,Toshi (musician),SUPPORTED,2,5ab5dcb95542992aa134a3b3
32268139-944a-4c15-aceb-c32f0a1e2469,"El origen de las leyendas sobre hombres lobo, el Conde Drácula, fue interpretado por Bela Lugosi.",Dracula (1931 English-language film),SUPPORTED,2,5a74cfb155429929fddd84f1
94ab25a5-56ed-49b9-9344-cc51fe9962a8,The Voyage es una montaña rusa de madera ubicada en un parque temático dividida en cuatro secciones.,The Voyage (roller coaster),SUPPORTED,2,5addc2b75542997dc7907017
1145a884-1a2a-430f-8abd-3b1d39bde457,"John Constantine es el antihéroe ficticio de los cómics publicados por DC Comics, que a veces actúa como taxista, y fue creado por Alan Moore, Steve Bissette y John Totleben.",Chas Chandler (comics),NOT_SUPPORTED,2,5ae2239e5542996483e64900
f88266dc-413c-42e2-8ced-783dbb6d2bca,"John Constantine es el antihéroe ficticio de los cómics publicados por DC Comics, que a veces actúa como taxista, y fue creado por Don Simpson, Steve Bissette y John Totleben.",Chas Chandler (comics),NOT_SUPPORTED,2,5ae2239e5542996483e64900
2ded084d-7363-4774-b3de-b93ccb6dc721,"John Constantine es el antihéroe ficticio de los cómics publicados por DC Comics, que a veces actúa como taxista, y fue creado por Alan Moore, Stephen Bissette y John Totleben.",Chas Chandler (comics),NOT_SUPPORTED,2,5ae2239e5542996483e64900
7cf3dc2e-a39a-462c-a5cd-ce9b762ea1d3,"John Constantine es el antihéroe ficticio de los cómics publicados por DC Comics, que a veces actúa como taxista, y fue creado por Alan Moore, Steve Bissette y John Totleben.",Chas Chandler (comics),SUPPORTED,2,5ae2239e5542996483e64900
7e3703f4-a2ba-4541-8928-caa3f31ccb72,La canción Highwayman escrita por Jimmy Webb inspiró el nombre de un supergrupo que incluía a Johnny Cash.,The Highwaymen (country supergroup),SUPPORTED,2,5ae834e95542997ec272776a
c43698d6-fb96-423c-b942-09507d97f8cb,Paul Day no estuvo en más bandas que la cantidad de equipos en los que jugó Marcus Cooper.,Paul Day (musician),SUPPORTED,2,5a87590f5542996e4f308791
bbbf2a01-3d4e-4844-8a69-36107b012880,El bostoniano Chris Anderson fundó la Fundación Sapling y Future Publishing.,Sapling Foundation,NOT_SUPPORTED,2,5ae2af525542992decbdcd6e
1cc66a0b-ddfc-4956-8923-7a4bc85cc8b4,Chris Anderson fundó tanto la Fundación Sapling como Future Publishing.,Sapling Foundation,SUPPORTED,2,5ae2af525542992decbdcd6e
c9483b8f-7248-4eb2-a38c-2e096583ab62,"Francis Leighton fue director del All Souls College de la Universidad de Oxford, Inglaterra.",Francis Leighton,SUPPORTED,2,5a7c703055429935c91b51aa
7cd90401-9181-4b90-89f6-bd2f677f8a5c,"Abbottsburg recibió su nombre de Joseph Carter Abbott, presidente de Cape Fear Building Company y veterano de la Guerra Civil estadounidense.","Abbottsburg, North Carolina",SUPPORTED,2,5a8aee7755429950cd6afc04
a071b66d-93af-4658-bfbb-249abcce9c84,"Las Spice Girls fueron un grupo de chicas pop inglés formado en el verano de 1994, el grupo originalmente estaba formado por Geri Halliwell (""Ginger Spice""), Geraldine Estelle ""Geri"" Horner es una cantautora, diseñadora de ropa, autora y actriz pop inglesa. , nacido el 6 de agosto de 1972.",Spice Girls,NOT_SUPPORTED,2,5a7cce1455429907fabef03b
7c6c81ea-b407-4c42-ae91-defd07c4ebe4,"Las Spice Girls fueron un grupo de chicas pop inglés formado en 1994, el grupo originalmente estaba formado por Geri Halliwell (""Ginger Spice""), Geraldine Estelle ""Geri"" Horner es una cantautora, diseñadora de ropa, autora y actriz pop inglesa, nacida el 6 Agosto de 1972.",Spice Girls,SUPPORTED,2,5a7cce1455429907fabef03b
4bf795b6-3331-403a-a3d0-9d08d15c8447,Quietdrive y Supergrass son bandas de rock.,Supergrass,SUPPORTED,2,5ab451f85542991779162c6c
75d588ff-e34c-4214-9647-b73f2d3cf643,"Robert Smigel, Michael Koman y David Feldman crearon el programa que presentaba a Triumph the Insult Comic Dog.",Triumph the Insult Comic Dog,SUPPORTED,2,5ae0d5335542990adbacf674
0f54d7bd-ee3e-4a29-ada7-280ede293f40,"Robert Smigel, Clark Gable y David Feldman crearon el programa que presentaba a Triumph the Insult Comic Dog.",Triumph the Insult Comic Dog,NOT_SUPPORTED,2,5ae0d5335542990adbacf674
9be48b81-91ac-4f0c-b195-443f2e1fc55f,"El partido político, que junto con el Movimiento Socialista de los Trabajadores son los principales contribuyentes a la Izquierda Unida en Argentina, fue fundado en argentina.",United Left (Argentina),SUPPORTED,2,5ab4154b55429969a97a8237
6c40aaf3-5176-4a7c-8c21-7b6c84a38174,"El partido político de derecha, que junto con el Movimiento Socialista de los Trabajadores son los principales contribuyentes a la Izquierda Unida en Argentina, fue fundado en 1918.",United Left (Argentina),NOT_SUPPORTED,2,5ab4154b55429969a97a8237
06010337-18af-41d1-8e4b-aa0415ae9b7a,"El partido político, que junto con el Movimiento Socialista de los Trabajadores son los principales contribuyentes a la Izquierda Unida en Argentina, fue fundado en 1918.",United Left (Argentina),SUPPORTED,2,5ab4154b55429969a97a8237
