id,claim,label,supporting_facts,challenge
21153,喀麦隆在其至少 250 种语言中列出了 3 种绝对濒危语言、13 种严重濒危语言和 16 种极度濒危语言。,NOT ENOUGH INFO,Languages of Cameroon_sentence_0|context:Languages of Cameroon_sentence_0:Languages of Cameroon_title,Other
90771,美国纯种赛马“骄傲号角”（Proud Clarion，1964年1月19日－1981年12月17日）以2:00 3/5结束比赛，是1967年肯塔基德比赛马中跑得最快的马。,SUPPORTS,"Proud Clarion_sentence_0
1967 Kentucky Derby_cell_1_1_0
1967 Kentucky Derby_cell_1_1_2
1967 Kentucky Derby_cell_1_1_6|context:Proud Clarion_sentence_0:Proud Clarion_title|1967 Kentucky Derby_cell_1_1_0:1967 Kentucky Derby_title
1967 Kentucky Derby_section_0
1967 Kentucky Derby_header_cell_1_0_0|1967 Kentucky Derby_cell_1_1_2:1967 Kentucky Derby_title
1967 Kentucky Derby_section_0
1967 Kentucky Derby_header_cell_1_0_2|1967 Kentucky Derby_cell_1_1_6:1967 Kentucky Derby_title
1967 Kentucky Derby_section_0
1967 Kentucky Derby_header_cell_1_0_6",Multi-hop Reasoning
65716,营口东或营口东位于中国辽宁省锦州市，由中国铁路总公司运营，有京哈线、盘锦营口线、哈大线。,REFUTES,"Yingkou East railway station_cell_0_1_1
Yingkou East railway station_cell_0_2_1|context:Yingkou East railway station_cell_0_1_1:Yingkou East railway station_title
Yingkou East railway station_header_cell_0_1_0
Yingkou East railway station_header_cell_0_0_0|Yingkou East railway station_cell_0_2_1:Yingkou East railway station_title
Yingkou East railway station_header_cell_0_2_0
Yingkou East railway station_header_cell_0_0_0",Other
65026,长岭山脉位于加拿大纽芬兰和拉布拉多省的阿巴拉契亚山脉（北美东部山脉系统）中，海拔814米。,SUPPORTS,"Long Range Mountains_cell_0_6_1
Long Range Mountains_cell_0_5_1
Long Range Mountains_cell_0_8_1
Long Range Mountains_cell_0_3_1
Appalachian Mountains_sentence_2|context:Long Range Mountains_cell_0_6_1:Long Range Mountains_title
Long Range Mountains_header_cell_0_6_0
Long Range Mountains_header_cell_0_4_0|Long Range Mountains_cell_0_5_1:Long Range Mountains_title
Long Range Mountains_header_cell_0_5_0
Long Range Mountains_header_cell_0_4_0|Long Range Mountains_cell_0_8_1:Long Range Mountains_title
Long Range Mountains_header_cell_0_8_0
Long Range Mountains_header_cell_0_4_0|Long Range Mountains_cell_0_3_1:Long Range Mountains_title
Long Range Mountains_header_cell_0_3_0
Long Range Mountains_header_cell_0_1_0
Long Range Mountains_header_cell_0_0_0|Appalachian Mountains_sentence_2:Appalachian Mountains_title",Multi-hop Reasoning
31475,波美于 1862 年出生于新西兰达尼丁市，原名“弗里德里希·波美”，1884 年取得律师资格，并于 1891 年获得法学学士学位。,SUPPORTS,"Frederick Baume_sentence_1
Frederick Baume_sentence_4|context:Frederick Baume_sentence_1:Frederick Baume_title
Frederick Baume_section_0
Frederick Baume_section_1|Frederick Baume_sentence_4:Frederick Baume_title
Frederick Baume_section_0
Frederick Baume_section_1",Other
37541,在 Bhadrak 区内，Prafulla Samal 构成了 1974 年创建的 Bhandaripokhari、Bonth 街区。,SUPPORTS,"Bhadrak district_cell_1_1_4
Bhadrak district_cell_1_1_1
Bhadrak district_cell_1_1_3
Bhandaripokhari_cell_0_5_1|context:Bhadrak district_cell_1_1_4:Bhadrak district_title
Bhadrak district_section_11
Bhadrak district_section_12
Bhadrak district_header_cell_1_1_0
Bhadrak district_header_cell_1_0_4|Bhadrak district_cell_1_1_1:Bhadrak district_title
Bhadrak district_section_11
Bhadrak district_section_12
Bhadrak district_header_cell_1_1_0
Bhadrak district_header_cell_1_0_1|Bhadrak district_cell_1_1_3:Bhadrak district_title
Bhadrak district_section_11
Bhadrak district_section_12
Bhadrak district_header_cell_1_1_0
Bhadrak district_header_cell_1_0_3|Bhandaripokhari_cell_0_5_1:Bhandaripokhari_title
Bhandaripokhari_header_cell_0_5_0
Bhandaripokhari_header_cell_0_4_0",Multi-hop Reasoning
31193,奥斯汀的《小白鹭》迷失在周围的环境中；无论它对鸟类学家有多大的吸引力，这个盘子从来不缺乏气氛。,SUPPORTS,"Winifred Austen_sentence_11
Winifred Austen_sentence_12|context:Winifred Austen_sentence_11:Winifred Austen_title
Winifred Austen_section_1|Winifred Austen_sentence_12:Winifred Austen_title
Winifred Austen_section_1",Other
16391,Yeo Vale 最初由 at Yeo 家族所有，他们的姓氏取自该庄园，但最终通过婚姻传给了 Giffard 家族，它位于 Alwington 小村庄，目前有 400 名人口。,REFUTES,"Alwington_sentence_0
Alwington_sentence_2
Alwington_sentence_1|context:Alwington_sentence_0:Alwington_title|Alwington_sentence_2:Alwington_title|Alwington_sentence_1:Alwington_title",Multi-hop Reasoning
80385,2003 年堪萨斯州野猫队的瑞恩·马修斯 (Ryan Mathews) 的冲球平均值高于他的队友埃尔·罗伯森 (Ell Roberson)。,NOT ENOUGH INFO,"2003 Kansas State Wildcats football team_cell_2_1_0
2003 Kansas State Wildcats football team_cell_2_1_6
2003 Kansas State Wildcats football team_cell_2_2_0
2003 Kansas State Wildcats football team_cell_2_2_6
2003 Kansas State Wildcats football team_cell_2_3_0
2003 Kansas State Wildcats football team_cell_2_3_6|context:2003 Kansas State Wildcats football team_cell_2_1_0:2003 Kansas State Wildcats football team_title
2003 Kansas State Wildcats football team_section_19
2003 Kansas State Wildcats football team_section_22
2003 Kansas State Wildcats football team_section_23
2003 Kansas State Wildcats football team_header_cell_2_0_0|2003 Kansas State Wildcats football team_cell_2_1_6:2003 Kansas State Wildcats football team_title
2003 Kansas State Wildcats football team_section_19
2003 Kansas State Wildcats football team_section_22
2003 Kansas State Wildcats football team_section_23
2003 Kansas State Wildcats football team_header_cell_2_0_6|2003 Kansas State Wildcats football team_cell_2_2_0:2003 Kansas State Wildcats football team_title
2003 Kansas State Wildcats football team_section_19
2003 Kansas State Wildcats football team_section_22
2003 Kansas State Wildcats football team_section_23
2003 Kansas State Wildcats football team_header_cell_2_0_0|2003 Kansas State Wildcats football team_cell_2_2_6:2003 Kansas State Wildcats football team_title
2003 Kansas State Wildcats football team_section_19
2003 Kansas State Wildcats football team_section_22
2003 Kansas State Wildcats football team_section_23
2003 Kansas State Wildcats football team_header_cell_2_0_6|2003 Kansas State Wildcats football team_cell_2_3_0:2003 Kansas State Wildcats football team_title
2003 Kansas State Wildcats football team_section_19
2003 Kansas State Wildcats football team_section_22
2003 Kansas State Wildcats football team_section_23
2003 Kansas State Wildcats football team_header_cell_2_0_0|2003 Kansas State Wildcats football team_cell_2_3_6:2003 Kansas State Wildcats football team_title
2003 Kansas State Wildcats football team_section_19
2003 Kansas State Wildcats football team_section_22
2003 Kansas State Wildcats football team_section_23
2003 Kansas State Wildcats football team_header_cell_2_0_6",Other
65163,威廉·弗里克出生于1974年12月30日，是马里兰州众议院任命过程中的黑马候选人。,SUPPORTS,"William Frick_sentence_0
William Frick_sentence_7
William Frick_sentence_6|context:William Frick_sentence_0:William Frick_title|William Frick_sentence_7:William Frick_title
William Frick_section_1|William Frick_sentence_6:William Frick_title
William Frick_section_1",Multi-hop Reasoning
8416,尤妮斯·奥尔森 (Eunice Olsen) 是 2002-2003 季《财富之轮》的联合主持人，此后多次出现在电视和电影中，包括目前在 Womentalk TV 担任主持人。,SUPPORTS,"Eunice Olsen_header_cell_1_0_0
Eunice Olsen_cell_1_1_1
Eunice Olsen_cell_1_1_2
Eunice Olsen_cell_1_19_0
Eunice Olsen_cell_1_19_1
Eunice Olsen_cell_1_19_2
Eunice Olsen_cell_1_7_2
Eunice Olsen_cell_1_7_3
Eunice Olsen_cell_1_8_2
Eunice Olsen_cell_1_8_3
Eunice Olsen_cell_1_9_2
Eunice Olsen_cell_1_9_3
Eunice Olsen_cell_1_10_2
Eunice Olsen_cell_1_10_3
Eunice Olsen_cell_1_11_2
Eunice Olsen_cell_1_11_3
Eunice Olsen_cell_1_12_2
Eunice Olsen_cell_1_12_3
Eunice Olsen_cell_1_13_2
Eunice Olsen_cell_1_13_3
Eunice Olsen_cell_1_14_2
Eunice Olsen_cell_1_14_3
Eunice Olsen_cell_1_15_2
Eunice Olsen_cell_1_15_3
Eunice Olsen_cell_1_16_2
Eunice Olsen_cell_1_16_3|context:Eunice Olsen_header_cell_1_0_0:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5|Eunice Olsen_cell_1_1_1:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_1_0
Eunice Olsen_header_cell_1_0_1|Eunice Olsen_cell_1_1_2:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_1_0
Eunice Olsen_header_cell_1_0_2|Eunice Olsen_cell_1_19_0:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_16_0
Eunice Olsen_header_cell_1_15_0
Eunice Olsen_header_cell_1_14_0
Eunice Olsen_header_cell_1_13_0
Eunice Olsen_header_cell_1_12_0
Eunice Olsen_header_cell_1_11_0
Eunice Olsen_header_cell_1_10_0
Eunice Olsen_header_cell_1_9_0
Eunice Olsen_header_cell_1_8_0
Eunice Olsen_header_cell_1_7_0|Eunice Olsen_cell_1_19_1:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_0_1|Eunice Olsen_cell_1_19_2:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_0_2|Eunice Olsen_cell_1_7_2:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_7_0
Eunice Olsen_header_cell_1_0_2|Eunice Olsen_cell_1_7_3:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_7_0
Eunice Olsen_header_cell_1_0_3|Eunice Olsen_cell_1_8_2:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_8_0
Eunice Olsen_header_cell_1_0_2|Eunice Olsen_cell_1_8_3:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_8_0
Eunice Olsen_header_cell_1_0_3|Eunice Olsen_cell_1_9_2:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_9_0
Eunice Olsen_header_cell_1_0_2|Eunice Olsen_cell_1_9_3:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_9_0
Eunice Olsen_header_cell_1_0_3|Eunice Olsen_cell_1_10_2:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_10_0
Eunice Olsen_header_cell_1_0_2|Eunice Olsen_cell_1_10_3:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_10_0
Eunice Olsen_header_cell_1_0_3|Eunice Olsen_cell_1_11_2:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_11_0
Eunice Olsen_header_cell_1_0_2|Eunice Olsen_cell_1_11_3:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_11_0
Eunice Olsen_header_cell_1_0_3|Eunice Olsen_cell_1_12_2:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_12_0
Eunice Olsen_header_cell_1_0_2|Eunice Olsen_cell_1_12_3:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_12_0
Eunice Olsen_header_cell_1_0_3|Eunice Olsen_cell_1_13_2:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_13_0
Eunice Olsen_header_cell_1_0_2|Eunice Olsen_cell_1_13_3:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_13_0
Eunice Olsen_header_cell_1_0_3|Eunice Olsen_cell_1_14_2:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_14_0
Eunice Olsen_header_cell_1_0_2|Eunice Olsen_cell_1_14_3:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_14_0
Eunice Olsen_header_cell_1_0_3|Eunice Olsen_cell_1_15_2:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_15_0
Eunice Olsen_header_cell_1_0_2|Eunice Olsen_cell_1_15_3:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_15_0
Eunice Olsen_header_cell_1_0_3|Eunice Olsen_cell_1_16_2:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_16_0
Eunice Olsen_header_cell_1_0_2|Eunice Olsen_cell_1_16_3:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_16_0
Eunice Olsen_header_cell_1_0_3
Eunice Olsen_header_cell_1_0_0
Eunice Olsen_cell_1_1_1
Eunice Olsen_cell_1_1_2
Eunice Olsen_sentence_53
Eunice Olsen_sentence_54
Eunice Olsen_sentence_56
Eunice Olsen_sentence_61
Eunice Olsen_cell_1_19_0
Eunice Olsen_cell_1_19_1
Eunice Olsen_cell_1_19_2|context:Eunice Olsen_header_cell_1_0_0:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5|Eunice Olsen_cell_1_1_1:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_1_0
Eunice Olsen_header_cell_1_0_1|Eunice Olsen_cell_1_1_2:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_1_0
Eunice Olsen_header_cell_1_0_2|Eunice Olsen_sentence_53:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5|Eunice Olsen_sentence_54:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5|Eunice Olsen_sentence_56:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5|Eunice Olsen_sentence_61:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5|Eunice Olsen_cell_1_19_0:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_16_0
Eunice Olsen_header_cell_1_15_0
Eunice Olsen_header_cell_1_14_0
Eunice Olsen_header_cell_1_13_0
Eunice Olsen_header_cell_1_12_0
Eunice Olsen_header_cell_1_11_0
Eunice Olsen_header_cell_1_10_0
Eunice Olsen_header_cell_1_9_0
Eunice Olsen_header_cell_1_8_0
Eunice Olsen_header_cell_1_7_0|Eunice Olsen_cell_1_19_1:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_0_1|Eunice Olsen_cell_1_19_2:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_0_2",Combining Tables and Text
9794,发现号海山（南大西洋的一系列海山，其中包括发现号海山）的一些沉积物似乎是冰筏碎片，并且使用其他证据推测海山在更新世晚期，发现海山下方的地壳大约有 6700 万年的历史，因此属于白垩纪晚期。,SUPPORTS,"Discovery Seamounts_sentence_0
Discovery Seamounts_sentence_14
Discovery Seamounts_sentence_16|context:Discovery Seamounts_sentence_0:Discovery Seamounts_title|Discovery Seamounts_sentence_14:Discovery Seamounts_title
Discovery Seamounts_section_1|Discovery Seamounts_sentence_16:Discovery Seamounts_title
Discovery Seamounts_section_1",Other
49180,"奥尔特加尔拥有三个自治区，2018 年总人口为 12,238 人，其中一个名为塞尔迪多 (Cerdido)。",REFUTES,"Ortegal_cell_1_1_0
Ortegal_cell_1_2_0
Ortegal_cell_1_3_0
Ortegal_cell_1_4_0|context:Ortegal_cell_1_1_0:Ortegal_title
Ortegal_section_0
Ortegal_header_cell_1_0_0|Ortegal_cell_1_2_0:Ortegal_title
Ortegal_section_0
Ortegal_header_cell_1_0_0|Ortegal_cell_1_3_0:Ortegal_title
Ortegal_section_0
Ortegal_header_cell_1_0_0|Ortegal_cell_1_4_0:Ortegal_title
Ortegal_section_0
Ortegal_header_cell_1_0_0",Numerical Reasoning
1845,Stefan Kahil Lessard（1974 年 6 月 4 日出生于加利福尼亚州阿纳海姆郊外）完成了高中三年级，并于 1991 年夏天通过了 GED 考试，并被弗吉尼亚联邦大学爵士乐研究项目录取。,REFUTES,"Stefan Lessard_sentence_1|context:Stefan Lessard_sentence_1:Stefan Lessard_title
Stefan Lessard_section_0",Other
