uid,claim,supporting_facts,label,num_hops,hpqa_id
a811e96d-67c8-4163-beba-cc5a2a46b2fe,《忘记莎拉·马歇尔》的黑色喜剧续集由澳大利亚女演员罗丝·伯恩主演。,Rose Byrne,SUPPORTED,2,5a8656ca554299211dda2afc
3e48dc0f-9b7a-452a-86e2-98428f333f57,2010 年 9 月 8 日是 Linkin Park 专辑中歌曲“Wretches and Kings”发行的确切日期。,Wretches and Kings,SUPPORTED,2,5a8328895542993344745fd0
f9d5a8b8-522c-4b2a-aa16-3b215a50839d,电影《克里斯托弗罗宾》的编剧比电影《水花》的编剧还要多。,Splash (film),SUPPORTED,2,5a7f3361554299306751369a
10ac957e-9b87-4db0-aaa1-cd4db3b4459d,彼得·切尔瑟姆 (Peter Chelsom) 是 2001 年马克·克莱恩 (Marc Klein) 编剧的美国浪漫喜剧电影的导演，露西·戈登 (Lucy Gordon) 在片中扮演了一个小角色。,Lucy Gordon (actress),SUPPORTED,2,5ac23b6f55429951e9e684b4
ac4d4a6d-80ae-49cf-a1c4-4836ae632ad9,彼得·切尔瑟姆 (Peter Chelsom) 是 2001 年马克·克莱恩 (Marc Klein) 编剧的美国浪漫喜剧电影的导演，露西·戈登 (Lucy Gordon) 在片中饰演一名刺客小角色。,Lucy Gordon (actress),NOT_SUPPORTED,2,5ac23b6f55429951e9e684b4
04565d5a-cdde-4f22-9e85-5ba2c3aacdb4,《混血营编年史》是《奥林匹斯英雄》三部曲中第一部小说的名称。,The Heroes of Olympus,NOT_SUPPORTED,2,5adfa2ef554299025d62a30f
4efdebde-a91d-4fb1-a2e6-96e687ceef73,《混血营编年史》是《奥林匹斯英雄》系列之前的第一部小说的名称。,The Heroes of Olympus,NOT_SUPPORTED,2,5adfa2ef554299025d62a30f
92e48cea-a4b8-4223-b970-2d0b436a2168,《混血营编年史》是《奥林匹斯英雄》三部曲中第一本书的名称。,The Heroes of Olympus,NOT_SUPPORTED,2,5adfa2ef554299025d62a30f
4ff71c0c-a910-4b4e-a69b-c60022dbd974,《混血营编年史》是《奥林匹斯英雄》系列之前的第一本书的名称。,The Heroes of Olympus,SUPPORTED,2,5adfa2ef554299025d62a30f
51335b8c-2611-4271-8308-044285104939,出生于 1928 年的美国作词家汤姆·琼斯 (Tom Jones) 是音乐电影《幻想曲》的剧本共同创作者。,The Fantasticks (film),NOT_SUPPORTED,2,5ae685d65542996d980e7bd8
f9d3865d-ee95-416d-91a6-100266ab10b4,出生于 1928 年的美国作家汤姆·琼斯 (Tom Jones) 是音乐电影《幻想曲》的剧本共同创作者。,The Fantasticks (film),NOT_SUPPORTED,2,5ae685d65542996d980e7bd8
47e89025-69f1-4526-bac3-afe3fbeddf0d,出生于 1928 年的美国作词家汤姆·琼斯 (Tom Jones) 是音乐电影《睡衣游戏》的共同编剧。,The Fantasticks (film),NOT_SUPPORTED,2,5ae685d65542996d980e7bd8
97980b6d-ac91-4971-aebf-8f7da0824edf,出生于澳大利亚的美国作词家汤姆·琼斯 (Tom Jones) 是音乐电影《幻想曲》的共同编剧。,The Fantasticks (film),NOT_SUPPORTED,2,5ae685d65542996d980e7bd8
72c7b38b-95d2-4403-93f2-4818ae00bf31,出生于 1928 年的美国作词家汤姆·琼斯 (Tom Jones) 是音乐电影《幻想曲》的共同编剧。,The Fantasticks (film),SUPPORTED,2,5ae685d65542996d980e7bd8
c344a74a-32e7-4460-872f-ab0927019866,紫堇和雪松在命名系统中都被归类为属。,Corydalis,SUPPORTED,2,5aba5a4d5542994dbf0198ed
09828af9-74d3-4344-afbb-4e8cbfc91dac,佛欢喜菜中含有石耳，有时也称为罗汉菜。,Dacryopinax spathularia,SUPPORTED,2,5ab9ccef55429955dce3ed86
0a2298ff-ae5e-4330-ab6a-423a2380a539,Nicotiana 和 Encyclia 都是松树属。,Nicotiana,SUPPORTED,2,5ab6b71d5542995eadef006c
1320f9fe-717c-4da9-b166-27c4c893d728,《Unchained Memories》是《城市之耻》之前制作的纪录片。,The Shame of a City,SUPPORTED,2,5a76404b5542994ccc91873d
fb586022-0bdb-44c9-9928-78cb925e0af2,英国BBC公司参与了北美地区名为《黄金罗盘》的有声读物的录制。,Northern Lights Audio,SUPPORTED,2,5a80f793554299260e20a1e1
3071e9d1-63ee-4547-859d-b59bd6e68f1d,与桑尼一起被杀的女演员是一名模特兼瑜伽老师。,Sonny Valentine,SUPPORTED,2,5a8750945542996432c57264
7f9c9882-b43b-4aa1-a331-a75a0fe8e5d7,这位英国演员兼电影制片人出生于 1960 年，曾与蕾妮·齐薇格 (Renee Zellweger) 主演过一部改编作品。,Bridget Jones's Diary (film),SUPPORTED,2,5a8f20d655429924144829dc
71bf72c8-9a48-4e57-ae84-f50abfb3381b,这部 2011 年剧情片由杰里米·布洛克 (Jeremy Brock) 担任编剧和导演，该剧改编自他和罗斯玛丽·萨克利夫 (Rosemary Sutcliff) 的作品。,Jeremy Brock,SUPPORTED,2,5a8c585d554299653c1aa044
9c72fed4-e48c-4912-877f-2c6d1e171ed4,Mark's Pizzeria 和 Patxi's Chicago Pizza 的活动有共同之处。,Mark's Pizzeria,SUPPORTED,2,5ab98d70554299753720f82f
c75cb273-e40c-4898-bd61-6db8f43d151e,农民联盟是美国农民之间有组织的农业经济运动，得到左翼政治周刊《诉诸理性》的支持。,Appeal to Reason (newspaper),SUPPORTED,2,5ae290015542994d89d5b427
3c971429-71b3-4ba6-b810-b6b8596c1420,达斯蒂·德沃拉切克 (Dusty Dvoracek) 是 2017 年 ESPN 大学橄榄球周五黄金时段的前鼻截锋。,ESPN College Football Friday Primetime,SUPPORTED,2,5a809b575542996402f6a59c
58768e56-fea0-449b-a5c3-338e367656fb,Aaron Galindo 目前所在的橄榄球队于 1928 年在纽约州成立。,Aarón Galindo,NOT_SUPPORTED,2,5a7a791f55429941d65f2669
47c7db66-e8fb-4a4a-9050-1565a5279459,Aaron Galindo 目前所在的足球队成立于 1928 年。,Aarón Galindo,SUPPORTED,2,5a7a791f55429941d65f2669
27ddbf4c-e30c-445a-a52c-7090b1d76f6b,银河护卫队是一支虚构的太空超级英雄团队，出现在漫威漫画出版的美国漫画书中。在 1983 年因销量低而停产之前，它有一个最初的名单，其中包括虚构的超级英雄格鲁特，他首次出现在“Tales to Astonish”#13（1960 年 11 月）中。,Guardians of the Galaxy (2008 team),NOT_SUPPORTED,2,5ab93881554299131ca422cc
11436842-ce10-456b-bc31-2a0c8698dea8,银河护卫队是一支虚构的太空超级英雄团队，出现在漫威漫画出版的美国漫画书中。它有一个初始名单，包括虚构的超级英雄格鲁特，他首次出现在“Tales to Astonish”#13（1960 年 11 月）中。,Guardians of the Galaxy (2008 team),SUPPORTED,2,5ab93881554299131ca422cc
a3eb81b8-fc8e-4da6-b59f-b63b3910748a,卡洛·布奇罗索在戛纳电影节首映的电影中扮演了一个角色。,Carlo Buccirosso,SUPPORTED,2,5a75b7475542992d0ec05feb
7bb2671b-d239-4c6d-8953-313fe84dc61b,2018 年德克萨斯州州长选举将与美国参议院选举在德克萨斯州同一天举行。,"Texas gubernatorial election, 2018",SUPPORTED,2,5a7663665542992d0ec060d3
fd49bd60-ab27-4e73-8f0c-a8b699a1ee52,鲁瓦西机场连接巴黎、法国城市以及比利时。,Aéroport Charles de Gaulle 2 TGV,SUPPORTED,2,5ab6b13b554299710c8d1f3f
b60b5a18-a515-4eb5-b634-068707cd946d,鲁瓦西机场连接巴黎和布鲁克林公园的城市以及比利时。,Aéroport Charles de Gaulle 2 TGV,NOT_SUPPORTED,2,5ab6b13b554299710c8d1f3f
4ef87712-81d9-4dee-8b97-d6a9bcc19289,"一家拥有 13,000 多家商店的公司和一家狗玩具制造商 PetSmart 拥有一个大型配送中心。","Bethel, Berks County, Pennsylvania",NOT_SUPPORTED,2,5a81bb6455429926c1cdad70
60ed569b-cf08-460f-b560-d3f987d0d955,"大型配送中心适用于拥有 13,000 多家商店和 PetSmart 的公司。","Bethel, Berks County, Pennsylvania",SUPPORTED,2,5a81bb6455429926c1cdad70
