id,claim,label,supporting_facts,challenge
91333,ईगल एसी-7 ईगल 1 एक सैन्य विमान है जिसका निर्माण विंडेकर इंडस्ट्रीज द्वारा किया गया था।,SUPPORTS,Windecker Eagle_sentence_0|context:Windecker Eagle_sentence_0:Windecker Eagle_title,Other
4926,"2003 के ओटावा नगरपालिका चुनावों के दौरान, पूर्वी ओंटारियो पब्लिक स्कूल बोर्ड ट्रस्टीज़ सीट के लिए 8वें ज़ोन में आधे से अधिक वोट चैंटल लेकोर्स को मिले।",SUPPORTS,"2003 Ottawa municipal election_cell_33_2_0
2003 Ottawa municipal election_cell_33_2_2
2003 Ottawa municipal election_sentence_0|context:2003 Ottawa municipal election_cell_33_2_0:2003 Ottawa municipal election_title
2003 Ottawa municipal election_section_5
2003 Ottawa municipal election_section_9
2003 Ottawa municipal election_header_cell_33_1_0
2003 Ottawa municipal election_header_cell_33_0_0|2003 Ottawa municipal election_cell_33_2_2:2003 Ottawa municipal election_title
2003 Ottawa municipal election_section_5
2003 Ottawa municipal election_section_9
2003 Ottawa municipal election_header_cell_33_1_2
2003 Ottawa municipal election_header_cell_33_0_0|2003 Ottawa municipal election_sentence_0:2003 Ottawa municipal election_title",Other
68221,स्वीट हार्ट स्वीट लाइट को कई प्रसिद्ध आलोचकों से व्यापक नकारात्मक समीक्षाएँ मिलीं।,REFUTES,"Sweet Heart Sweet Light_sentence_13|context:Sweet Heart Sweet Light_sentence_13:Sweet Heart Sweet Light_title
Sweet Heart Sweet Light_section_1
Sweet Heart Sweet Light_cell_0_2_0
Sweet Heart Sweet Light_cell_0_2_1
Sweet Heart Sweet Light_cell_0_3_0
Sweet Heart Sweet Light_cell_0_3_1
Sweet Heart Sweet Light_cell_0_7_0
Sweet Heart Sweet Light_cell_0_7_1
Sweet Heart Sweet Light_cell_0_9_0
Sweet Heart Sweet Light_cell_0_9_1
Sweet Heart Sweet Light_cell_0_12_0
Sweet Heart Sweet Light_cell_0_12_1
Sweet Heart Sweet Light_cell_0_13_0
Sweet Heart Sweet Light_cell_0_13_1
Sweet Heart Sweet Light_cell_0_15_0
Sweet Heart Sweet Light_cell_0_15_1|context:Sweet Heart Sweet Light_cell_0_2_0:Sweet Heart Sweet Light_title
Sweet Heart Sweet Light_section_1
Sweet Heart Sweet Light_header_cell_0_1_0
Sweet Heart Sweet Light_header_cell_0_0_0|Sweet Heart Sweet Light_cell_0_2_1:Sweet Heart Sweet Light_title
Sweet Heart Sweet Light_section_1
Sweet Heart Sweet Light_header_cell_0_1_1
Sweet Heart Sweet Light_header_cell_0_0_0|Sweet Heart Sweet Light_cell_0_3_0:Sweet Heart Sweet Light_title
Sweet Heart Sweet Light_section_1
Sweet Heart Sweet Light_header_cell_0_1_0
Sweet Heart Sweet Light_header_cell_0_0_0|Sweet Heart Sweet Light_cell_0_3_1:Sweet Heart Sweet Light_title
Sweet Heart Sweet Light_section_1
Sweet Heart Sweet Light_header_cell_0_1_1
Sweet Heart Sweet Light_header_cell_0_0_0|Sweet Heart Sweet Light_cell_0_7_0:Sweet Heart Sweet Light_title
Sweet Heart Sweet Light_section_1
Sweet Heart Sweet Light_header_cell_0_5_0
Sweet Heart Sweet Light_header_cell_0_4_0|Sweet Heart Sweet Light_cell_0_7_1:Sweet Heart Sweet Light_title
Sweet Heart Sweet Light_section_1
Sweet Heart Sweet Light_header_cell_0_5_1
Sweet Heart Sweet Light_header_cell_0_4_0|Sweet Heart Sweet Light_cell_0_9_0:Sweet Heart Sweet Light_title
Sweet Heart Sweet Light_section_1
Sweet Heart Sweet Light_header_cell_0_5_0
Sweet Heart Sweet Light_header_cell_0_4_0|Sweet Heart Sweet Light_cell_0_9_1:Sweet Heart Sweet Light_title
Sweet Heart Sweet Light_section_1
Sweet Heart Sweet Light_header_cell_0_5_1
Sweet Heart Sweet Light_header_cell_0_4_0|Sweet Heart Sweet Light_cell_0_12_0:Sweet Heart Sweet Light_title
Sweet Heart Sweet Light_section_1
Sweet Heart Sweet Light_header_cell_0_5_0
Sweet Heart Sweet Light_header_cell_0_4_0|Sweet Heart Sweet Light_cell_0_12_1:Sweet Heart Sweet Light_title
Sweet Heart Sweet Light_section_1
Sweet Heart Sweet Light_header_cell_0_5_1
Sweet Heart Sweet Light_header_cell_0_4_0|Sweet Heart Sweet Light_cell_0_13_0:Sweet Heart Sweet Light_title
Sweet Heart Sweet Light_section_1
Sweet Heart Sweet Light_header_cell_0_5_0
Sweet Heart Sweet Light_header_cell_0_4_0|Sweet Heart Sweet Light_cell_0_13_1:Sweet Heart Sweet Light_title
Sweet Heart Sweet Light_section_1
Sweet Heart Sweet Light_header_cell_0_5_1
Sweet Heart Sweet Light_header_cell_0_4_0|Sweet Heart Sweet Light_cell_0_15_0:Sweet Heart Sweet Light_title
Sweet Heart Sweet Light_section_1
Sweet Heart Sweet Light_header_cell_0_5_0
Sweet Heart Sweet Light_header_cell_0_4_0|Sweet Heart Sweet Light_cell_0_15_1:Sweet Heart Sweet Light_title
Sweet Heart Sweet Light_section_1
Sweet Heart Sweet Light_header_cell_0_5_1
Sweet Heart Sweet Light_header_cell_0_4_0",Other
92300,"मारिया कैलस, जिन्होंने 1737 में नेपल्स में टीट्रो सैन कार्लो के उद्घाटन समारोह का आयोजन किया था, साइरो में सारो के अचिले में ट्रैवेस्टी शीर्षक भूमिका निभाते हुए, अगले वर्ष वियना चली गईं, जहां उन्होंने ग्लक के सेमिरामाइड रिकोनोसियुटा में शीर्षक भूमिका में शुरुआत की। नए बर्गथिएटर के उद्घाटन के अवसर पर मेटास्टेसियो द्वारा एक लिब्रेटो।",REFUTES,"Vittoria Tesi_sentence_12
Maria Callas_cell_0_1_1|context:Vittoria Tesi_sentence_12:Vittoria Tesi_title
Vittoria Tesi_section_0|Maria Callas_cell_0_1_1:Maria Callas_title
Maria Callas_header_cell_0_1_0
Maria Callas_header_cell_0_0_0",Multi-hop Reasoning
31829,"किल्वा की महान मस्जिद, जो नौ स्तंभों पर टिकी हुई थी और पूरी तरह से छत से ढकी हुई थी, का पुनर्निर्माण 14 वीं शताब्दी में अरब शासक सुल्तान अल-हसन इब्न सुलेमान ने किया था, जो महदली राजवंश का सदस्य था।",SUPPORTS,"Great Mosque of Kilwa_sentence_0
Great Mosque of Kilwa_sentence_4
Great Mosque of Kilwa_sentence_5
Great Mosque of Kilwa_sentence_6
Great Mosque of Kilwa_sentence_7
Sultan al-Hasan ibn Sulaiman_sentence_0
Sultan al-Hasan ibn Sulaiman_sentence_2
14th century_sentence_0
14th century_sentence_1|context:Great Mosque of Kilwa_sentence_0:Great Mosque of Kilwa_title|Great Mosque of Kilwa_sentence_4:Great Mosque of Kilwa_title|Great Mosque of Kilwa_sentence_5:Great Mosque of Kilwa_title|Great Mosque of Kilwa_sentence_6:Great Mosque of Kilwa_title|Great Mosque of Kilwa_sentence_7:Great Mosque of Kilwa_title|Sultan al-Hasan ibn Sulaiman_sentence_0:Sultan al-Hasan ibn Sulaiman_title|Sultan al-Hasan ibn Sulaiman_sentence_2:Sultan al-Hasan ibn Sulaiman_title
Sultan al-Hasan ibn Sulaiman_section_0|14th century_sentence_0:14th century_title|14th century_sentence_1:14th century_title",Multi-hop Reasoning
54027,"1959 वेस्टर्न मिशिगन ब्रॉन्कोस फुटबॉल टीम के शेड्यूल से पता चलता है कि उन्होंने जीतने से ज्यादा गेम गंवाए, उनकी सबसे बड़ी जीत 17 अक्टूबर को वाशिंगटन यूनिवर्सिटी (1887 से कॉलेज फुटबॉल में सेंट लुइस का प्रतिनिधित्व करते हुए) के खिलाफ 78-0 थी और उनकी सबसे बड़ी हार 34- थी। 10 अक्टूबर को बॉलिंग ग्रीन, ओहियो के विरुद्ध 0।",SUPPORTS,"1959 Western Michigan Broncos football team_cell_1_5_3
1959 Western Michigan Broncos football team_cell_1_5_1
1959 Western Michigan Broncos football team_cell_1_5_0
1959 Western Michigan Broncos football team_cell_1_4_3
1959 Western Michigan Broncos football team_cell_1_4_1
1959 Western Michigan Broncos football team_cell_1_4_2
1959 Western Michigan Broncos football team_cell_1_4_0
1959 Western Michigan Broncos football team_cell_1_1_3
1959 Western Michigan Broncos football team_cell_1_2_3
1959 Western Michigan Broncos football team_cell_1_3_3
1959 Western Michigan Broncos football team_cell_1_6_3
1959 Western Michigan Broncos football team_cell_1_7_3
1959 Western Michigan Broncos football team_cell_1_8_3
1959 Western Michigan Broncos football team_cell_1_9_3
Washington University Bears football_sentence_1
Washington University Bears football_cell_0_1_1|context:1959 Western Michigan Broncos football team_cell_1_5_3:1959 Western Michigan Broncos football team_title
1959 Western Michigan Broncos football team_section_0
1959 Western Michigan Broncos football team_header_cell_1_0_3|1959 Western Michigan Broncos football team_cell_1_5_1:1959 Western Michigan Broncos football team_title
1959 Western Michigan Broncos football team_section_0
1959 Western Michigan Broncos football team_header_cell_1_0_1|1959 Western Michigan Broncos football team_cell_1_5_0:1959 Western Michigan Broncos football team_title
1959 Western Michigan Broncos football team_section_0
1959 Western Michigan Broncos football team_header_cell_1_0_0|1959 Western Michigan Broncos football team_cell_1_4_3:1959 Western Michigan Broncos football team_title
1959 Western Michigan Broncos football team_section_0
1959 Western Michigan Broncos football team_header_cell_1_0_3|1959 Western Michigan Broncos football team_cell_1_4_1:1959 Western Michigan Broncos football team_title
1959 Western Michigan Broncos football team_section_0
1959 Western Michigan Broncos football team_header_cell_1_0_1|1959 Western Michigan Broncos football team_cell_1_4_2:1959 Western Michigan Broncos football team_title
1959 Western Michigan Broncos football team_section_0
1959 Western Michigan Broncos football team_header_cell_1_0_2|1959 Western Michigan Broncos football team_cell_1_4_0:1959 Western Michigan Broncos football team_title
1959 Western Michigan Broncos football team_section_0
1959 Western Michigan Broncos football team_header_cell_1_0_0|1959 Western Michigan Broncos football team_cell_1_1_3:1959 Western Michigan Broncos football team_title
1959 Western Michigan Broncos football team_section_0
1959 Western Michigan Broncos football team_header_cell_1_0_3|1959 Western Michigan Broncos football team_cell_1_2_3:1959 Western Michigan Broncos football team_title
1959 Western Michigan Broncos football team_section_0
1959 Western Michigan Broncos football team_header_cell_1_0_3|1959 Western Michigan Broncos football team_cell_1_3_3:1959 Western Michigan Broncos football team_title
1959 Western Michigan Broncos football team_section_0
1959 Western Michigan Broncos football team_header_cell_1_0_3|1959 Western Michigan Broncos football team_cell_1_6_3:1959 Western Michigan Broncos football team_title
1959 Western Michigan Broncos football team_section_0
1959 Western Michigan Broncos football team_header_cell_1_0_3|1959 Western Michigan Broncos football team_cell_1_7_3:1959 Western Michigan Broncos football team_title
1959 Western Michigan Broncos football team_section_0
1959 Western Michigan Broncos football team_header_cell_1_0_3|1959 Western Michigan Broncos football team_cell_1_8_3:1959 Western Michigan Broncos football team_title
1959 Western Michigan Broncos football team_section_0
1959 Western Michigan Broncos football team_header_cell_1_0_3|1959 Western Michigan Broncos football team_cell_1_9_3:1959 Western Michigan Broncos football team_title
1959 Western Michigan Broncos football team_section_0
1959 Western Michigan Broncos football team_header_cell_1_0_3|Washington University Bears football_sentence_1:Washington University Bears football_title|Washington University Bears football_cell_0_1_1:Washington University Bears football_title
Washington University Bears football_header_cell_0_1_0
Washington University Bears football_header_cell_0_0_0",Multi-hop Reasoning
42356,1948 मिशिगन स्टेट नॉर्मल हूरोंस फुटबॉल टीम को 29 अक्टूबर 1948 को उत्तरी इलिनोइस फुटबॉल टीम से हार का सामना करना पड़ा।,SUPPORTS,"1948 Michigan State Normal Hurons football team_cell_1_6_0
1948 Michigan State Normal Hurons football team_cell_1_6_1
1948 Michigan State Normal Hurons football team_cell_1_6_3|context:1948 Michigan State Normal Hurons football team_cell_1_6_0:1948 Michigan State Normal Hurons football team_title
1948 Michigan State Normal Hurons football team_section_0
1948 Michigan State Normal Hurons football team_header_cell_1_0_0|1948 Michigan State Normal Hurons football team_cell_1_6_1:1948 Michigan State Normal Hurons football team_title
1948 Michigan State Normal Hurons football team_section_0
1948 Michigan State Normal Hurons football team_header_cell_1_0_1|1948 Michigan State Normal Hurons football team_cell_1_6_3:1948 Michigan State Normal Hurons football team_title
1948 Michigan State Normal Hurons football team_section_0
1948 Michigan State Normal Hurons football team_header_cell_1_0_3",Other
38840,"लोडहॉल (यूनाइटेड किंगडम के उत्तर-पूर्व में स्थित एक रेलफ्रेट ऑपरेटर) की स्थापना 9 जून 1994 को ट्रेनलोड फ्रेट नॉर्थ ईस्ट के रूप में हुई थी और इसका मुख्यालय डोनकास्टर, यूनाइटेड किंगडम में है।",SUPPORTS,"Loadhaul_sentence_0
Loadhaul_cell_0_3_1
Loadhaul_cell_0_5_1|context:Loadhaul_sentence_0:Loadhaul_title|Loadhaul_cell_0_3_1:Loadhaul_title
Loadhaul_header_cell_0_3_0|Loadhaul_cell_0_5_1:Loadhaul_title
Loadhaul_header_cell_0_5_0",Combining Tables and Text
64873,"पैराफिमोसिस अंडकोष के गलत संचालन के कारण होता है, लेकिन कॉर्टिकोस्टेरॉइड क्रीम के उपयोग के साथ गैर-सर्जिकल स्ट्रेचिंग के माध्यम से मैन्युअल हेरफेर द्वारा इसका इलाज किया जा सकता है।",REFUTES,Paraphimosis_sentence_0|context:Paraphimosis_sentence_0:Paraphimosis_title,Other
75120,"ट्यूनीशियाई समुद्री डाकू पार्टी 2010 में गठित एक छोटी राजनीतिक पार्टी है और 12 मार्च 2012 को वैध हो गई, यह समुद्री डाकू पार्टी के पहले विकास में से एक बन गई, जो स्थापित राजनीतिक प्रणाली का उपयोग करके अपने लक्ष्यों को प्राप्त करने के लिए अभिव्यक्ति की स्वतंत्रता आंदोलन का एक राजनीतिक अवतार है। सक्रियता के माध्यम से.",SUPPORTS,"Tunisian Pirate Party_sentence_1
Tunisian Pirate Party_sentence_2
Pirate Parties International_sentence_3|context:Tunisian Pirate Party_sentence_1:Tunisian Pirate Party_title|Tunisian Pirate Party_sentence_2:Tunisian Pirate Party_title|Pirate Parties International_sentence_3:Pirate Parties International_title",Multi-hop Reasoning
29572,"जर्मनी की बीएमडब्ल्यू 273 अंकों के साथ पहले स्थान पर रही और 2005 वर्ल्ड टूरिंग कार चैम्पियनशिप में निर्माताओं का खिताब जीता, जो सुपर 3000 के साथ-साथ डीजल 2000 कारों के लिए भी खुला था।",REFUTES,2005 World Touring Car Championship_sentence_2|context:2005 World Touring Car Championship_sentence_2:2005 World Touring Car Championship_title,Other
55564,रॉक संगीतकार कर्ली चाल्कर ने अपने करियर के दौरान कभी भी सुसमाचार संगीत प्रस्तुत नहीं किया।,REFUTES,"Curly Chalker_cell_0_4_1|context:Curly Chalker_cell_0_4_1:Curly Chalker_title
Curly Chalker_header_cell_0_4_0
Curly Chalker_header_cell_0_0_0",Other
77020,उनके पहले एल्बम पॉप्ड इन सोल्ड आउट स्वीट लिटिल मिस्ट्री का एकल वेट वेट वेट आयरिश एकल चार्ट पर नौवें और फ्रेंच चार्ट पर सत्रहवें स्थान पर था और इसके लिए वीडियो गाम्बिया में बनाया गया था।,SUPPORTS,"Sweet Little Mystery_sentence_0
Sweet Little Mystery_sentence_2
Sweet Little Mystery_cell_0_1_1
Sweet Little Mystery_cell_0_1_0
Sweet Little Mystery_cell_0_5_1
Sweet Little Mystery_cell_0_5_0|context:Sweet Little Mystery_sentence_0:Sweet Little Mystery_title|Sweet Little Mystery_sentence_2:Sweet Little Mystery_title|Sweet Little Mystery_cell_0_1_1:Sweet Little Mystery_title
Sweet Little Mystery_section_1
Sweet Little Mystery_header_cell_0_0_1|Sweet Little Mystery_cell_0_1_0:Sweet Little Mystery_title
Sweet Little Mystery_section_1
Sweet Little Mystery_header_cell_0_0_0|Sweet Little Mystery_cell_0_5_1:Sweet Little Mystery_title
Sweet Little Mystery_section_1
Sweet Little Mystery_header_cell_0_3_1|Sweet Little Mystery_cell_0_5_0:Sweet Little Mystery_title
Sweet Little Mystery_section_1
Sweet Little Mystery_header_cell_0_3_0",Combining Tables and Text
79439,"2011 की जनगणना में, बुर्ज मोहम्मद शाहवाला (जिसमें उस समय 110 घर थे) की कुल जनसंख्या 605 थी, जिसमें 310 पुरुष और 295 महिलाएँ थीं, और 214 श्रमिक (167 पुरुष और 47 महिलाएँ) थे।",SUPPORTS,"Burj Mohamad Shahwala_table_caption_1
Burj Mohamad Shahwala_sentence_2
Burj Mohamad Shahwala_cell_1_1_0
Burj Mohamad Shahwala_cell_1_1_1
Burj Mohamad Shahwala_cell_1_1_2
Burj Mohamad Shahwala_cell_1_1_3
Burj Mohamad Shahwala_cell_1_6_0
Burj Mohamad Shahwala_cell_1_6_1
Burj Mohamad Shahwala_cell_1_6_2
Burj Mohamad Shahwala_cell_1_6_3|context:Burj Mohamad Shahwala_table_caption_1:Burj Mohamad Shahwala_title
Burj Mohamad Shahwala_section_0|Burj Mohamad Shahwala_sentence_2:Burj Mohamad Shahwala_title
Burj Mohamad Shahwala_section_0|Burj Mohamad Shahwala_cell_1_1_0:Burj Mohamad Shahwala_title
Burj Mohamad Shahwala_section_0
Burj Mohamad Shahwala_header_cell_1_0_0|Burj Mohamad Shahwala_cell_1_1_1:Burj Mohamad Shahwala_title
Burj Mohamad Shahwala_section_0
Burj Mohamad Shahwala_header_cell_1_0_1|Burj Mohamad Shahwala_cell_1_1_2:Burj Mohamad Shahwala_title
Burj Mohamad Shahwala_section_0
Burj Mohamad Shahwala_header_cell_1_0_2|Burj Mohamad Shahwala_cell_1_1_3:Burj Mohamad Shahwala_title
Burj Mohamad Shahwala_section_0
Burj Mohamad Shahwala_header_cell_1_0_3|Burj Mohamad Shahwala_cell_1_6_0:Burj Mohamad Shahwala_title
Burj Mohamad Shahwala_section_0
Burj Mohamad Shahwala_header_cell_1_0_0|Burj Mohamad Shahwala_cell_1_6_1:Burj Mohamad Shahwala_title
Burj Mohamad Shahwala_section_0
Burj Mohamad Shahwala_header_cell_1_0_1|Burj Mohamad Shahwala_cell_1_6_2:Burj Mohamad Shahwala_title
Burj Mohamad Shahwala_section_0
Burj Mohamad Shahwala_header_cell_1_0_2|Burj Mohamad Shahwala_cell_1_6_3:Burj Mohamad Shahwala_title
Burj Mohamad Shahwala_section_0
Burj Mohamad Shahwala_header_cell_1_0_3",Combining Tables and Text
